Sample Number,Time,Duration (s),SPL,Unit
1381,95540.00000,1380,50.6,dB
1382,95541.00000,1381,50.6,dB
1383,95542.00000,1382,50.7,dB
1384,95543.00000,1383,50.2,dB
1385,95544.00000,1384,50.3,dB
1386,95545.00000,1385,50.4,dB
1387,95546.00000,1386,49.7,dB
1388,95547.00000,1387,53.3,dB
1389,95548.00000,1388,50.6,dB
1390,95549.00000,1389,55,dB
1391,95550.00000,1390,50.8,dB
1392,95551.00000,1391,54.6,dB
1393,95552.00000,1392,51.7,dB
1394,95553.00000,1393,57,dB
1395,95554.00000,1394,50.1,dB
1396,95555.00000,1395,52,dB
1397,95556.00000,1396,50.6,dB
1398,95557.00000,1397,50.7,dB
1399,95558.00000,1398,51.1,dB
1400,95559.00000,1399,52.4,dB
1401,95600.00000,1400,55.1,dB
1402,95601.00000,1401,58.6,dB
1403,95602.00000,1402,59.7,dB
1404,95603.00000,1403,62.3,dB
1405,95604.00000,1404,65.6,dB
1406,95605.00000,1405,67.9,dB
1407,95606.00000,1406,70.2,dB
1408,95607.00000,1407,76.6,dB
1409,95608.00000,1408,74,dB
1410,95609.00000,1409,75.6,dB
1411,95610.00000,1410,73.7,dB
1412,95611.00000,1411,80.4,dB
1413,95612.00000,1412,81.2,dB
1414,95613.00000,1413,83.9,dB
1415,95614.00000,1414,83.8,dB
1416,95615.00000,1415,85,dB
1417,95616.00000,1416,84.9,dB
1418,95617.00000,1417,84.5,dB
1419,95618.00000,1418,82.7,dB
1420,95619.00000,1419,79.8,dB
1421,95620.00000,1420,75.1,dB
1422,95621.00000,1421,71.7,dB
1423,95622.00000,1422,69.5,dB
1424,95623.00000,1423,69.8,dB
1425,95624.00000,1424,68.1,dB
1426,95625.00000,1425,65.1,dB
1427,95626.00000,1426,63.3,dB
1428,95627.00000,1427,62.5,dB
1429,95628.00000,1428,60.2,dB
1430,95629.00000,1429,62.5,dB
1431,95630.00000,1430,60.7,dB
1432,95631.00000,1431,60.1,dB
1433,95632.00000,1432,58.8,dB
1434,95633.00000,1433,65,dB
1435,95634.00000,1434,66.5,dB
1436,95635.00000,1435,61.6,dB
1437,95636.00000,1436,59.1,dB
1438,95637.00000,1437,55.3,dB
1439,95638.00000,1438,58.1,dB
1440,95639.00000,1439,58.3,dB
1441,95640.00000,1440,64.1,dB
1442,95641.00000,1441,52.7,dB
1443,95642.00000,1442,53,dB
1444,95643.00000,1443,54.9,dB
1445,95644.00000,1444,58.7,dB
1446,95645.00000,1445,63.2,dB
1447,95646.00000,1446,57.2,dB
1448,95647.00000,1447,58.8,dB
1449,95648.00000,1448,60,dB
1450,95649.00000,1449,63.5,dB
1451,95650.00000,1450,62.9,dB
1452,95651.00000,1451,65.5,dB
1453,95652.00000,1452,68.1,dB
1454,95653.00000,1453,71.6,dB
1455,95654.00000,1454,72.2,dB
1456,95655.00000,1455,76.7,dB
1457,95656.00000,1456,78.1,dB
1458,95657.00000,1457,79.7,dB
1459,95658.00000,1458,77.1,dB
1460,95659.00000,1459,76.6,dB
1461,95700.00000,1460,69.7,dB
1462,95701.00000,1461,72.4,dB
1463,95702.00000,1462,66.2,dB
1464,95703.00000,1463,69.2,dB
1465,95704.00000,1464,66.9,dB
1466,95705.00000,1465,63.7,dB
1467,95706.00000,1466,59.9,dB
1468,95707.00000,1467,63.3,dB
1469,95708.00000,1468,60.7,dB
1470,95709.00000,1469,59,dB
1471,95710.00000,1470,56.1,dB
1472,95711.00000,1471,60.6,dB
1473,95712.00000,1472,53.4,dB
1474,95713.00000,1473,55.8,dB
1475,95714.00000,1474,58.4,dB
1476,95715.00000,1475,56.2,dB
1477,95716.00000,1476,58.4,dB
1478,95717.00000,1477,56.8,dB
1479,95718.00000,1478,53.6,dB
1480,95719.00000,1479,56,dB
1481,95720.00000,1480,56.6,dB
1482,95721.00000,1481,54.6,dB
1483,95722.00000,1482,53.4,dB
1484,95723.00000,1483,49.6,dB
1485,95724.00000,1484,59.6,dB
1486,95725.00000,1485,59.9,dB
1487,95726.00000,1486,59,dB
1488,95727.00000,1487,54.3,dB
1489,95728.00000,1488,51.2,dB
1490,95729.00000,1489,58,dB
1491,95730.00000,1490,51,dB
1492,95731.00000,1491,52.2,dB
1493,95732.00000,1492,49,dB
1494,95733.00000,1493,48.8,dB
1495,95734.00000,1494,55.5,dB
1496,95735.00000,1495,54,dB
1497,95736.00000,1496,48.8,dB
1498,95737.00000,1497,60.7,dB
1499,95738.00000,1498,54.8,dB
1500,95739.00000,1499,58.9,dB
1501,95740.00000,1500,54.7,dB
1502,95741.00000,1501,54.8,dB
