Datetime,Precipitation,Precip amt (1/100 inch),P1,P2,P3,1min dry bulb temp,1min dew point temp
2021-03-01T22:37:00Z,NP,0,30.023,30.017,30.015,68,28
2021-03-01T22:38:00Z,NP,0,30.023,30.017,30.015,68,26
2021-03-01T22:39:00Z,NP,0,30.023,30.017,30.015,67,26
2021-03-01T22:40:00Z,NP,0,30.023,30.017,30.015,68,26
2021-03-01T22:41:00Z,NP,0,30.023,30.017,30.015,67,27
2021-03-01T22:42:00Z,NP,0,30.023,30.017,30.016,67,27
2021-03-01T22:43:00Z,NP,0,30.024,30.018,30.016,67,25
2021-03-01T22:44:00Z,NP,0,30.024,30.017,30.016,67,26
2021-03-01T22:45:00Z,NP,0,30.024,30.018,30.016,67,26
2021-03-01T22:46:00Z,NP,0,30.023,30.017,30.015,68,26
2021-03-01T22:47:00Z,NP,0,30.023,30.017,30.015,67,28
2021-03-01T22:48:00Z,NP,0,30.022,30.016,30.015,67,28
2021-03-01T22:49:00Z,NP,0,30.022,30.016,30.014,67,27
2021-03-01T22:50:00Z,NP,0,30.021,30.015,30.013,67,28
2021-03-01T22:51:00Z,NP,0,30.021,30.015,30.013,67,29
2021-03-01T22:52:00Z,NP,0,30.021,30.015,30.014,68,30
2021-03-01T22:53:00Z,NP,0,30.022,30.016,30.014,67,30
2021-03-01T22:54:00Z,NP,0,30.022,30.016,30.014,67,29
2021-03-01T22:55:00Z,NP,0,30.022,30.016,30.014,66,28
2021-03-01T22:56:00Z,NP,0,30.021,30.015,30.013,66,28
2021-03-01T22:57:00Z,NP,0,30.021,30.015,30.013,67,30
2021-03-01T22:58:00Z,NP,0,30.02,30.014,30.012,67,31
2021-03-01T22:59:00Z,NP,0,30.02,30.014,30.012,67,30
2021-03-01T23:00:00Z,NP,0,30.02,30.014,30.012,66,30
2021-03-01T23:01:00Z,NP,0,30.02,30.014,30.012,66,32
2021-03-01T23:02:00Z,NP,0,30.02,30.014,30.013,67,31
2021-03-01T23:03:00Z,NP,0,30.02,30.014,30.012,67,30
2021-03-01T23:04:00Z,NP,0,30.02,30.014,30.012,67,30
2021-03-01T23:05:00Z,NP,0,30.02,30.014,30.012,67,31
2021-03-01T23:06:00Z,NP,0,30.019,30.013,30.011,67,31
2021-03-01T23:07:00Z,NP,0,30.019,30.013,30.011,67,29
2021-03-01T23:08:00Z,NP,0,30.019,30.013,30.011,67,29
2021-03-01T23:09:00Z,NP,0,30.018,30.012,30.01,68,28
2021-03-01T23:10:00Z,NP,0,30.018,30.012,30.01,67,28
2021-03-01T23:11:00Z,NP,0,30.018,30.012,30.01,66,30
2021-03-01T23:12:00Z,NP,0,30.019,30.013,30.011,66,29
2021-03-01T23:13:00Z,NP,0,30.019,30.013,30.011,67,29
2021-03-01T23:14:00Z,NP,0,30.019,30.013,30.011,66,29
2021-03-01T23:15:00Z,NP,0,30.018,30.012,30.01,66,28
2021-03-01T23:16:00Z,NP,0,30.018,30.012,30.01,67,28
2021-03-01T23:17:00Z,NP,0,30.018,30.012,30.01,66,28
2021-03-01T23:18:00Z,NP,0,30.017,30.011,30.009,66,26
2021-03-01T23:19:00Z,NP,0,30.016,30.01,30.008,67,28
2021-03-01T23:20:00Z,NP,0,30.016,30.01,30.008,67,28
2021-03-01T23:21:00Z,NP,0,30.015,30.009,30.007,67,30
2021-03-01T23:22:00Z,NP,0,30.015,30.009,30.007,67,30
2021-03-01T23:23:00Z,NP,0,30.015,30.009,30.007,68,29
2021-03-01T23:24:00Z,NP,0,30.015,30.009,30.007,67,29
2021-03-01T23:25:00Z,NP,0,30.015,30.009,30.007,66,28
2021-03-01T23:26:00Z,NP,0,30.015,30.009,30.007,66,29
2021-03-01T23:27:00Z,NP,0,30.015,30.008,30.007,66,28
2021-03-01T23:28:00Z,NP,0,30.014,30.008,30.006,67,27
2021-03-01T23:29:00Z,NP,0,30.014,30.007,30.006,66,27
2021-03-01T23:30:00Z,NP,0,30.013,30.007,30.005,66,27
2021-03-01T23:31:00Z,NP,0,30.012,30.006,30.004,66,28
2021-03-01T23:32:00Z,NP,0,30.011,30.005,30.003,66,30
2021-03-01T23:33:00Z,NP,0,30.011,30.005,30.003,66,30
2021-03-01T23:34:00Z,NP,0,30.011,30.005,30.003,67,29
2021-03-01T23:35:00Z,NP,0,30.011,30.005,30.003,66,28
2021-03-01T23:36:00Z,NP,0,30.011,30.005,30.003,66,28
2021-03-01T23:37:00Z,NP,0,30.01,30.004,30.002,66,29
2021-03-01T23:38:00Z,NP,0,30.01,30.004,30.002,67,29
2021-03-01T23:39:00Z,NP,0,30.01,30.004,30.002,66,29
2021-03-01T23:40:00Z,NP,0,30.009,30.003,30.001,66,28
2021-03-01T23:41:00Z,NP,0,30.009,30.003,30.001,66,29
2021-03-01T23:42:00Z,NP,0,30.008,30.002,30,66,29
2021-03-01T23:43:00Z,NP,0,30.008,30.002,30,66,28
2021-03-01T23:44:00Z,NP,0,30.007,30.001,29.999,66,28
2021-03-01T23:45:00Z,NP,0,30.007,30.001,29.999,66,29
2021-03-01T23:46:00Z,NP,0,30.007,30,29.999,66,29
2021-03-01T23:47:00Z,NP,0,30.006,30,29.998,66,30
2021-03-01T23:48:00Z,NP,0,30.006,30,29.998,66,30
2021-03-01T23:49:00Z,NP,0,30.005,29.999,29.998,65,31
2021-03-01T23:50:00Z,NP,0,30.005,29.999,29.997,66,31
2021-03-01T23:51:00Z,NP,0,30.005,29.999,29.997,66,29
2021-03-01T23:52:00Z,NP,0,30.005,29.999,29.997,66,29
2021-03-01T23:53:00Z,NP,0,30.005,29.999,29.997,66,28
2021-03-01T23:54:00Z,NP,0,30.005,29.999,29.997,66,29
2021-03-01T23:55:00Z,NP,0,30.005,29.999,29.997,66,29
2021-03-01T23:56:00Z,NP,0,30.005,29.999,29.997,66,28
2021-03-01T23:57:00Z,NP,0,30.005,29.998,29.997,65,27
2021-03-01T23:58:00Z,NP,0,30.005,29.998,29.997,66,29
2021-03-01T23:59:00Z,NP,0,30.005,29.998,29.997,67,28
2021-03-02T00:00:00Z,NP,0,30.005,29.998,29.997,66,28
2021-03-02T00:01:00Z,NP,0,30.005,29.998,29.997,66,28
2021-03-02T00:02:00Z,NP,0,30.004,29.998,29.996,66,27
2021-03-02T00:03:00Z,NP,0,30.004,29.998,29.996,67,26
2021-03-02T00:04:00Z,NP,0,30.004,29.997,29.996,67,27
2021-03-02T00:05:00Z,NP,0,30.004,29.997,29.996,66,25
2021-03-02T00:06:00Z,NP,0,30.004,29.997,29.996,66,26
2021-03-02T00:07:00Z,NP,0,30.003,29.997,29.995,66,26
2021-03-02T00:08:00Z,NP,0,30.003,29.996,29.995,66,26
2021-03-02T00:09:00Z,NP,0,30.002,29.996,29.994,66,24
2021-03-02T00:10:00Z,NP,0,30.002,29.995,29.994,66,23
2021-03-02T00:11:00Z,NP,0,30.001,29.994,29.993,66,23
2021-03-02T00:12:00Z,NP,0,30,29.994,29.992,66,23
2021-03-02T00:13:00Z,NP,0,30,29.993,29.992,66,24
2021-03-02T00:14:00Z,NP,0,29.999,29.993,29.991,66,24
2021-03-02T00:15:00Z,NP,0,29.999,29.993,29.991,66,24
2021-03-02T00:16:00Z,NP,0,29.999,29.993,29.991,66,23
2021-03-02T00:17:00Z,NP,0,29.999,29.993,29.991,66,22
2021-03-02T00:18:00Z,NP,0,29.999,29.992,29.991,66,22
2021-03-02T00:19:00Z,NP,0,29.999,29.992,29.991,66,22
2021-03-02T00:20:00Z,NP,0,29.999,29.992,29.991,67,22
2021-03-02T00:21:00Z,NP,0,29.999,29.992,29.991,67,22
2021-03-02T00:22:00Z,NP,0,29.999,29.992,29.991,66,23
2021-03-02T00:23:00Z,NP,0,29.999,29.992,29.991,66,22
2021-03-02T00:24:00Z,NP,0,29.999,29.993,29.991,66,23
2021-03-02T00:25:00Z,NP,0,29.999,29.993,29.992,66,24
2021-03-02T00:26:00Z,NP,0,30,29.993,29.992,66,23
2021-03-02T00:27:00Z,NP,0,30,29.993,29.992,66,23
2021-03-02T00:28:00Z,NP,0,29.999,29.993,29.991,66,24
2021-03-02T00:29:00Z,NP,0,29.999,29.993,29.992,66,24
2021-03-02T00:30:00Z,NP,0,29.999,29.993,29.992,66,24
2021-03-02T00:31:00Z,NP,0,30,29.993,29.992,65,24
2021-03-02T00:32:00Z,NP,0,30,29.993,29.992,66,25
2021-03-02T00:33:00Z,NP,0,30,29.994,29.992,65,25
2021-03-02T00:34:00Z,NP,0,30,29.994,29.993,65,25
2021-03-02T00:35:00Z,NP,0,30.001,29.994,29.993,66,26
2021-03-02T00:36:00Z,NP,0,30.001,29.995,29.993,65,26
2021-03-02T00:37:00Z,NP,0,30.001,29.995,29.993,65,26
2021-03-02T00:38:00Z,NP,0,30.001,29.994,29.993,65,25
2021-03-02T00:39:00Z,NP,0,30,29.994,29.992,65,25
2021-03-02T00:40:00Z,NP,0,30,29.994,29.992,65,26
2021-03-02T00:41:00Z,NP,0,30.001,29.994,29.993,65,27
2021-03-02T00:42:00Z,NP,0,30.001,29.994,29.993,65,27
2021-03-02T00:43:00Z,NP,0,30.001,29.995,29.993,65,27
2021-03-02T00:44:00Z,NP,0,30.001,29.995,29.993,65,28
2021-03-02T00:45:00Z,NP,0,30.001,29.994,29.993,65,28
2021-03-02T00:46:00Z,NP,0,30,29.994,29.992,65,29
2021-03-02T00:47:00Z,NP,0,30,29.993,29.992,65,28
2021-03-02T00:48:00Z,NP,0,29.999,29.993,29.991,65,29
2021-03-02T00:49:00Z,NP,0,29.999,29.993,29.991,65,29
2021-03-02T00:50:00Z,NP,0,29.999,29.992,29.991,65,29
2021-03-02T00:51:00Z,NP,0,29.999,29.992,29.991,65,30
2021-03-02T00:52:00Z,NP,0,29.998,29.992,29.99,65,29
2021-03-02T00:53:00Z,NP,0,29.999,29.992,29.991,65,30
2021-03-02T00:54:00Z,NP,0,29.999,29.992,29.991,65,30
2021-03-02T00:55:00Z,NP,0,29.999,29.993,29.991,64,30
2021-03-02T00:56:00Z,NP,0,29.999,29.993,29.991,64,31
2021-03-02T00:57:00Z,NP,0,29.999,29.993,29.991,65,32
2021-03-02T00:58:00Z,NP,0,29.999,29.993,29.991,65,32
2021-03-02T00:59:00Z,NP,0,29.999,29.993,29.991,65,32
2021-03-02T01:00:00Z,NP,0,29.999,29.993,29.991,64,32
2021-03-02T01:01:00Z,NP,0,29.999,29.992,29.991,64,32
2021-03-02T01:02:00Z,NP,0,29.999,29.992,29.991,64,33
2021-03-02T01:03:00Z,NP,0,29.999,29.993,29.991,64,33
2021-03-02T01:04:00Z,NP,0,29.999,29.993,29.991,64,33
2021-03-02T01:05:00Z,NP,0,29.999,29.993,29.992,64,32
2021-03-02T01:06:00Z,NP,0,30,29.993,29.992,64,32
2021-03-02T01:07:00Z,NP,0,30,29.993,29.992,64,33
2021-03-02T01:08:00Z,NP,0,30,29.993,29.992,64,33
2021-03-02T01:09:00Z,NP,0,30,29.993,29.992,64,34
2021-03-02T01:10:00Z,NP,0,30,29.994,29.992,64,34
2021-03-02T01:11:00Z,NP,0,30,29.993,29.992,63,34
2021-03-02T01:12:00Z,NP,0,30,29.993,29.992,64,35
2021-03-02T01:13:00Z,NP,0,30,29.994,29.992,63,35
2021-03-02T01:14:00Z,NP,0,30.001,29.994,29.993,64,35
2021-03-02T01:15:00Z,NP,0,30.001,29.995,29.993,64,35
2021-03-02T01:16:00Z,NP,0,30.002,29.995,29.994,63,34
2021-03-02T01:17:00Z,NP,0,30.002,29.996,29.994,63,34
2021-03-02T01:18:00Z,NP,0,30.003,29.997,29.995,63,35
2021-03-02T01:19:00Z,NP,0,30.003,29.997,29.996,63,35
2021-03-02T01:20:00Z,NP,0,30.004,29.997,29.996,63,35
2021-03-02T01:21:00Z,NP,0,30.004,29.998,29.996,63,35
2021-03-02T01:22:00Z,NP,0,30.004,29.998,29.996,63,35
2021-03-02T01:23:00Z,NP,0,30.004,29.998,29.996,63,36
2021-03-02T01:24:00Z,NP,0,30.005,29.998,29.997,63,35
2021-03-02T01:25:00Z,NP,0,30.005,29.998,29.997,63,35
2021-03-02T01:26:00Z,NP,0,30.005,29.999,29.997,63,35
2021-03-02T01:27:00Z,NP,0,30.005,29.999,29.997,63,35
2021-03-02T01:28:00Z,NP,0,30.005,29.999,29.997,63,35
2021-03-02T01:29:00Z,NP,0,30.005,29.999,29.997,63,35
2021-03-02T01:30:00Z,NP,0,30.005,29.999,29.997,63,35
2021-03-02T01:31:00Z,NP,0,30.006,30,29.998,63,35
2021-03-02T01:32:00Z,NP,0,30.007,30,29.999,62,34
2021-03-02T01:33:00Z,NP,0,30.007,30.001,29.999,63,35
2021-03-02T01:34:00Z,NP,0,30.007,30.001,29.999,62,35
2021-03-02T01:35:00Z,NP,0,30.007,30.001,29.999,62,35
2021-03-02T01:36:00Z,NP,0,30.007,30.001,29.999,62,35
2021-03-02T01:37:00Z,NP,0,30.007,30.001,29.999,62,35
2021-03-02T01:38:00Z,NP,0,30.007,30,29.999,62,35
2021-03-02T01:39:00Z,NP,0,30.007,30,29.999,62,35
2021-03-02T01:40:00Z,NP,0,30.007,30.001,29.999,62,35
2021-03-02T01:41:00Z,NP,0,30.008,30.001,30,62,35
2021-03-02T01:42:00Z,NP,0,30.008,30.001,30,62,36
2021-03-02T01:43:00Z,NP,0,30.008,30.002,30,62,36
2021-03-02T01:44:00Z,NP,0,30.008,30.002,30,62,36
2021-03-02T01:45:00Z,NP,0,30.008,30.002,30,62,36
2021-03-02T01:46:00Z,NP,0,30.008,30.002,30,62,36
2021-03-02T01:47:00Z,NP,0,30.008,30.002,30.001,62,36
2021-03-02T01:48:00Z,NP,0,30.009,30.003,30.001,62,36
2021-03-02T01:49:00Z,NP,0,30.009,30.003,30.001,61,36
2021-03-02T01:50:00Z,NP,0,30.009,30.003,30.001,61,36
2021-03-02T01:51:00Z,NP,0,30.009,30.003,30.001,61,36
2021-03-02T01:52:00Z,NP,0,30.009,30.003,30.002,61,36
2021-03-02T01:53:00Z,NP,0,30.01,30.003,30.002,61,36
2021-03-02T01:54:00Z,NP,0,30.01,30.004,30.002,61,36
2021-03-02T01:55:00Z,NP,0,30.01,30.004,30.002,61,37
2021-03-02T01:56:00Z,NP,0,30.01,30.004,30.002,61,37
2021-03-02T01:57:00Z,NP,0,30.01,30.004,30.003,61,37
2021-03-02T01:58:00Z,NP,0,30.01,30.004,30.003,61,37
2021-03-02T01:59:00Z,NP,0,30.011,30.005,30.003,61,37
2021-03-02T02:00:00Z,NP,0,30.01,30.004,30.003,61,37
2021-03-02T02:01:00Z,NP,0,30.011,30.005,30.003,61,37
2021-03-02T02:02:00Z,NP,0,30.011,30.005,30.003,61,37
2021-03-02T02:03:00Z,NP,0,30.012,30.006,30.004,61,38
2021-03-02T02:04:00Z,NP,0,30.012,30.006,30.005,61,38
2021-03-02T02:05:00Z,NP,0,30.013,30.007,30.005,61,38
2021-03-02T02:06:00Z,NP,0,30.013,30.007,30.006,61,38
2021-03-02T02:07:00Z,NP,0,30.014,30.008,30.006,61,38
2021-03-02T02:08:00Z,NP,0,30.014,30.008,30.007,61,38
2021-03-02T02:09:00Z,NP,0,30.015,30.009,30.008,61,38
2021-03-02T02:10:00Z,NP,0,30.016,30.01,30.008,61,38
2021-03-02T02:11:00Z,NP,0,30.017,30.011,30.009,61,39
2021-03-02T02:12:00Z,NP,0,30.017,30.011,30.01,61,39
2021-03-02T02:13:00Z,NP,0,30.018,30.012,30.01,61,39
2021-03-02T02:14:00Z,NP,0,30.018,30.012,30.01,61,39
2021-03-02T02:15:00Z,NP,0,30.018,30.012,30.01,61,39
2021-03-02T02:16:00Z,NP,0,30.018,30.012,30.01,61,39
2021-03-02T02:17:00Z,NP,0,30.018,30.012,30.01,61,39
2021-03-02T02:18:00Z,NP,0,30.018,30.012,30.01,61,39
2021-03-02T02:19:00Z,NP,0,30.018,30.012,30.01,61,39
2021-03-02T02:20:00Z,NP,0,30.018,30.012,30.01,60,39
2021-03-02T02:21:00Z,NP,0,30.018,30.012,30.01,61,40
2021-03-02T02:22:00Z,NP,0,30.018,30.012,30.01,61,40
2021-03-02T02:23:00Z,NP,0,30.017,30.011,30.009,61,40
2021-03-02T02:24:00Z,NP,0,30.016,30.01,30.009,61,40
2021-03-02T02:25:00Z,NP,0,30.016,30.01,30.008,61,40
2021-03-02T02:26:00Z,NP,0,30.015,30.009,30.007,61,40
2021-03-02T02:27:00Z,NP,0,30.015,30.009,30.007,61,40
2021-03-02T02:28:00Z,NP,0,30.016,30.01,30.008,61,40
2021-03-02T02:29:00Z,NP,0,30.016,30.01,30.008,61,40
2021-03-02T02:30:00Z,NP,0,30.017,30.01,30.009,61,40
2021-03-02T02:31:00Z,NP,0,30.017,30.01,30.009,60,40
2021-03-02T02:32:00Z,NP,0,30.016,30.01,30.008,60,40
2021-03-02T02:33:00Z,NP,0,30.016,30.01,30.008,61,40
2021-03-02T02:34:00Z,NP,0,30.015,30.009,30.007,60,40
2021-03-02T02:35:00Z,NP,0,30.014,30.008,30.006,60,40
2021-03-02T02:36:00Z,NP,0,30.013,30.007,30.005,60,40
2021-03-02T02:37:00Z,NP,0,30.013,30.007,30.005,60,40
2021-03-02T02:38:00Z,NP,0,30.013,30.007,30.005,60,40
2021-03-02T02:39:00Z,NP,0,30.013,30.007,30.005,60,40
2021-03-02T02:40:00Z,NP,0,30.013,30.007,30.005,60,40
2021-03-02T02:41:00Z,NP,0,30.013,30.007,30.005,60,40
2021-03-02T02:42:00Z,NP,0,30.013,30.007,30.005,60,40
2021-03-02T02:43:00Z,NP,0,30.013,30.007,30.006,60,40
2021-03-02T02:44:00Z,NP,0,30.013,30.007,30.006,60,40
2021-03-02T02:45:00Z,NP,0,30.013,30.007,30.005,60,40
2021-03-02T02:46:00Z,NP,0,30.013,30.007,30.006,60,40
2021-03-02T02:47:00Z,NP,0,30.014,30.008,30.006,60,40
2021-03-02T02:48:00Z,NP,0,30.014,30.008,30.006,60,40
2021-03-02T02:49:00Z,NP,0,30.014,30.008,30.007,60,40
2021-03-02T02:50:00Z,NP,0,30.014,30.009,30.007,60,40
2021-03-02T02:51:00Z,NP,0,30.015,30.009,30.007,60,40
2021-03-02T02:52:00Z,NP,0,30.014,30.009,30.007,60,40
2021-03-02T02:53:00Z,NP,0,30.015,30.009,30.007,60,40
2021-03-02T02:54:00Z,NP,0,30.015,30.009,30.007,60,40
2021-03-02T02:55:00Z,NP,0,30.014,30.008,30.007,60,40
2021-03-02T02:56:00Z,NP,0,30.015,30.009,30.007,60,40
2021-03-02T02:57:00Z,NP,0,30.015,30.009,30.007,60,40
2021-03-02T02:58:00Z,NP,0,30.015,30.009,30.007,60,40
2021-03-02T02:59:00Z,NP,0,30.014,30.008,30.007,60,40
2021-03-02T03:00:00Z,NP,0,30.014,30.008,30.006,60,40
2021-03-02T03:01:00Z,NP,0,30.014,30.008,30.006,60,40
2021-03-02T03:02:00Z,NP,0,30.014,30.008,30.006,60,40
2021-03-02T03:03:00Z,NP,0,30.014,30.008,30.006,60,40
2021-03-02T03:04:00Z,NP,0,30.014,30.008,30.006,60,40
2021-03-02T03:05:00Z,NP,0,30.014,30.008,30.006,60,40
2021-03-02T03:06:00Z,NP,0,30.014,30.008,30.006,60,39
2021-03-02T03:07:00Z,NP,0,30.014,30.008,30.006,60,39
2021-03-02T03:08:00Z,NP,0,30.014,30.008,30.006,60,39
2021-03-02T03:09:00Z,NP,0,30.014,30.008,30.006,60,40
2021-03-02T03:10:00Z,NP,0,30.014,30.008,30.006,60,40
2021-03-02T03:11:00Z,NP,0,30.014,30.008,30.006,60,40
2021-03-02T03:12:00Z,NP,0,30.014,30.008,30.006,60,39
2021-03-03T05:18:00Z,NP,0,29.808,29.801,29.799,53,47
2021-03-03T05:19:00Z,NP,0,29.808,29.801,29.799,53,48
2021-03-03T05:20:00Z,NP,0,29.808,29.801,29.8,53,48
2021-03-03T05:21:00Z,NP,0,29.808,29.801,29.8,53,48
2021-03-03T05:22:00Z,NP,0,29.808,29.802,29.8,53,48
2021-03-03T05:23:00Z,NP,0,29.808,29.802,29.8,53,48
2021-03-03T05:24:00Z,NP,0,29.809,29.802,29.8,53,48
2021-03-03T05:25:00Z,NP,0,29.809,29.802,29.8,54,48
2021-03-03T05:26:00Z,NP,0,29.809,29.802,29.8,54,48
2021-03-03T05:27:00Z,NP,0,29.809,29.802,29.8,54,48
2021-03-03T05:28:00Z,NP,0,29.808,29.802,29.8,54,49
2021-03-03T05:29:00Z,NP,0,29.808,29.801,29.8,54,49
2021-03-03T05:30:00Z,NP,0,29.808,29.801,29.799,54,48
2021-03-03T05:31:00Z,NP,0,29.808,29.801,29.799,54,48
2021-03-03T05:32:00Z,NP,0,29.807,29.801,29.799,52,48
2021-03-03T05:33:00Z,NP,0,29.807,29.801,29.799,50,47
2021-03-03T05:34:00Z,NP,0,29.808,29.801,29.799,51,47
2021-03-03T05:35:00Z,NP,0,29.808,29.802,29.8,52,47
2021-03-03T05:36:00Z,NP,0,29.809,29.802,29.8,52,48
2021-03-03T05:37:00Z,NP,0,29.809,29.803,29.801,51,47
2021-03-03T05:38:00Z,NP,0,29.809,29.803,29.801,53,47
2021-03-03T05:39:00Z,NP,0,29.809,29.803,29.801,53,48
2021-03-03T05:40:00Z,NP,0,29.809,29.803,29.801,52,48
2021-03-03T05:41:00Z,NP,0,29.809,29.803,29.801,53,48
2021-03-03T05:42:00Z,NP,0,29.809,29.803,29.801,54,48
2021-03-03T05:43:00Z,NP,0,29.809,29.803,29.801,54,48
2021-03-03T05:44:00Z,NP,0,29.809,29.803,29.801,54,48
2021-03-03T05:45:00Z,NP,0,29.809,29.803,29.801,53,48
2021-03-03T05:46:00Z,NP,0,29.809,29.803,29.801,53,48
2021-03-03T05:47:00Z,NP,0,29.809,29.803,29.801,53,48
2021-03-03T05:48:00Z,NP,0,29.809,29.803,29.801,53,48
2021-03-03T05:49:00Z,NP,0,29.809,29.803,29.801,53,48
2021-03-03T05:50:00Z,NP,0,29.809,29.803,29.801,53,48
2021-03-03T05:51:00Z,NP,0,29.809,29.803,29.801,54,48
2021-03-03T05:52:00Z,NP,0,29.809,29.802,29.8,53,48
2021-03-03T05:53:00Z,NP,0,29.808,29.801,29.799,53,48
2021-03-03T05:54:00Z,NP,0,29.807,29.801,29.799,54,48
2021-03-03T05:55:00Z,NP,0,29.806,29.8,29.798,53,48
2021-03-03T05:56:00Z,NP,0,29.805,29.799,29.797,53,48
2021-03-03T05:57:00Z,NP,0,29.805,29.798,29.796,53,48
2021-03-03T05:58:00Z,NP,0,29.804,29.798,29.796,54,48
2021-03-03T05:59:00Z,NP,0,29.803,29.797,29.795,54,48
2021-03-03T06:00:00Z,NP,0,29.803,29.797,29.795,54,48
2021-03-03T06:01:00Z,NP,0,29.803,29.796,29.794,54,48
2021-03-03T06:02:00Z,NP,0,29.802,29.796,29.794,54,48
2021-03-03T06:03:00Z,NP,0,29.802,29.796,29.794,54,48
2021-03-03T06:04:00Z,NP,0,29.802,29.796,29.794,53,48
2021-03-03T06:05:00Z,NP,0,29.802,29.796,29.794,54,48
2021-03-03T06:06:00Z,NP,0,29.802,29.796,29.794,54,48
2021-03-03T06:07:00Z,NP,0,29.802,29.796,29.794,54,48
2021-03-03T06:08:00Z,NP,0,29.802,29.795,29.793,54,48
2021-03-03T06:09:00Z,NP,0,29.801,29.795,29.793,53,48
2021-03-03T06:10:00Z,NP,0,29.801,29.794,29.792,53,48
2021-03-03T06:11:00Z,NP,0,29.8,29.794,29.792,53,48
2021-03-03T06:12:00Z,NP,0,29.8,29.794,29.792,54,48
2021-03-03T06:13:00Z,NP,0,29.8,29.793,29.791,54,48
2021-03-03T06:14:00Z,NP,0,29.799,29.793,29.791,54,48
2021-03-03T06:15:00Z,NP,0,29.799,29.792,29.79,54,48
2021-03-03T06:16:00Z,NP,0,29.798,29.791,29.789,54,48
2021-03-03T06:17:00Z,NP,0,29.797,29.791,29.789,54,48
2021-03-03T06:18:00Z,NP,0,29.797,29.791,29.789,53,48
2021-03-03T06:19:00Z,NP,0,29.797,29.791,29.789,53,48
2021-03-03T06:20:00Z,NP,0,29.798,29.791,29.789,53,48
2021-03-03T06:21:00Z,NP,0,29.798,29.792,29.789,53,48
2021-03-03T06:22:00Z,NP,0,29.798,29.792,29.789,53,48
2021-03-03T06:23:00Z,NP,0,29.798,29.791,29.789,52,47
2021-03-03T06:24:00Z,NP,0,29.798,29.791,29.789,53,47
2021-03-03T06:25:00Z,NP,0,29.798,29.791,29.789,53,48
2021-03-03T06:26:00Z,NP,0,29.797,29.791,29.789,53,48
2021-03-03T06:27:00Z,NP,0,29.797,29.791,29.789,53,47
2021-03-03T06:28:00Z,NP,0,29.797,29.79,29.788,53,47
2021-03-03T06:29:00Z,NP,0,29.796,29.79,29.788,53,47
2021-03-03T06:30:00Z,NP,0,29.796,29.789,29.788,53,47
2021-03-03T06:31:00Z,NP,0,29.796,29.789,29.787,53,47
2021-03-03T06:32:00Z,NP,0,29.796,29.789,29.787,52,47
2021-03-03T06:33:00Z,NP,0,29.795,29.789,29.787,52,47
2021-03-03T06:34:00Z,NP,0,29.795,29.789,29.787,52,47
2021-03-03T06:35:00Z,NP,0,29.795,29.788,29.786,53,47
2021-03-03T06:36:00Z,NP,0,29.794,29.788,29.786,53,47
2021-03-03T06:37:00Z,NP,0,29.794,29.788,29.786,53,48
2021-03-03T06:38:00Z,NP,0,29.794,29.787,29.785,53,47
2021-03-03T06:39:00Z,NP,0,29.794,29.787,29.785,53,47
2021-03-03T06:40:00Z,NP,0,29.793,29.787,29.785,53,47
2021-03-03T06:41:00Z,NP,0,29.793,29.786,29.785,52,47
2021-03-03T06:42:00Z,NP,0,29.793,29.786,29.784,52,47
2021-03-03T06:43:00Z,NP,0,29.793,29.786,29.784,53,47
2021-03-03T06:44:00Z,NP,0,29.792,29.786,29.784,53,47
2021-03-03T06:45:00Z,NP,0,29.792,29.785,29.784,52,47
2021-03-03T06:46:00Z,NP,0,29.792,29.785,29.783,52,47
2021-03-03T06:47:00Z,NP,0,29.791,29.785,29.783,52,47
2021-03-03T06:48:00Z,NP,0,29.791,29.785,29.782,52,47
2021-03-03T06:49:00Z,NP,0,29.791,29.785,29.782,52,46
2021-03-03T06:50:00Z,NP,0,29.791,29.785,29.783,52,46
2021-03-03T06:51:00Z,NP,0,29.791,29.785,29.783,51,46
2021-03-03T06:52:00Z,NP,0,29.792,29.785,29.783,51,46
2021-03-03T06:53:00Z,NP,0,29.792,29.786,29.784,50,45
2021-03-03T06:54:00Z,NP,0,29.792,29.786,29.784,50,45
2021-03-03T06:55:00Z,NP,0,29.792,29.786,29.784,51,45
2021-03-03T06:56:00Z,NP,0,29.792,29.785,29.784,51,45
2021-03-03T06:57:00Z,NP,0,29.792,29.786,29.784,52,45
2021-03-03T06:58:00Z,NP,0,29.792,29.785,29.783,52,45
2021-03-03T06:59:00Z,NP,0,29.791,29.785,29.783,52,45
2021-03-03T07:00:00Z,NP,0,29.791,29.784,29.783,49,45
2021-03-03T07:01:00Z,NP,0,29.791,29.784,29.782,48,43
2021-03-03T07:02:00Z,NP,0,29.791,29.784,29.782,48,43
2021-03-03T07:03:00Z,NP,0,29.791,29.784,29.782,48,43
2021-03-03T07:04:00Z,NP,0,29.791,29.784,29.782,49,43
2021-03-03T07:05:00Z,NP,0,29.791,29.785,29.782,49,43
2021-03-03T07:06:00Z,NP,0,29.791,29.784,29.782,50,43
2021-03-03T07:07:00Z,NP,0,29.79,29.784,29.782,51,44
2021-03-03T07:08:00Z,NP,0,29.79,29.784,29.782,52,44
2021-03-03T07:09:00Z,NP,0,29.79,29.783,29.781,52,45
2021-03-03T07:10:00Z,NP,0,29.789,29.783,29.781,52,45
