Datetime,Precipitation,Precip amt (1/100 inch),P1,P2,P3,1min dry bulb temp,1min dew point temp
2021-03-01T09:36:00Z,NP,0,30.135,30.13,30.128,49,39
2021-03-01T09:37:00Z,NP,0,30.136,30.13,30.128,48,38
2021-03-01T09:38:00Z,NP,0,30.136,30.131,30.129,48,38
2021-03-01T09:39:00Z,NP,0,30.136,30.131,30.129,46,38
2021-03-01T09:40:00Z,NP,0,30.137,30.131,30.129,48,37
2021-03-01T09:41:00Z,NP,0,30.137,30.131,30.129,48,38
2021-03-01T09:42:00Z,NP,0,30.136,30.131,30.129,48,38
2021-03-01T09:43:00Z,NP,0,30.136,30.131,30.128,49,38
2021-03-01T09:44:00Z,NP,0,30.135,30.13,30.128,49,38
2021-03-01T09:45:00Z,NP,0,30.135,30.129,30.127,49,39
2021-03-01T09:46:00Z,NP,0,30.135,30.129,30.127,50,39
2021-03-01T09:47:00Z,NP,0,30.135,30.129,30.127,50,39
2021-03-01T09:48:00Z,NP,0,30.135,30.13,30.128,49,39
2021-03-01T09:49:00Z,NP,0,30.136,30.13,30.128,49,39
2021-03-01T09:50:00Z,NP,0,30.136,30.13,30.128,49,39
2021-03-01T09:51:00Z,NP,0,30.136,30.13,30.128,49,39
2021-03-01T09:52:00Z,NP,0,30.135,30.13,30.128,49,38
2021-03-01T09:53:00Z,NP,0,30.134,30.129,30.127,49,38
2021-03-01T09:54:00Z,NP,0,30.134,30.128,30.126,50,39
2021-03-01T09:55:00Z,NP,0,30.134,30.128,30.126,50,39
2021-03-01T09:56:00Z,NP,0,30.134,30.129,30.127,50,39
2021-03-01T09:57:00Z,NP,0,30.135,30.129,30.127,50,39
2021-03-01T09:58:00Z,NP,0,30.135,30.129,30.127,50,39
2021-03-01T09:59:00Z,NP,0,30.135,30.129,30.127,50,39
2021-03-01T10:00:00Z,NP,0,30.134,30.129,30.127,50,39
2021-03-01T10:01:00Z,NP,0,30.134,30.128,30.126,50,39
2021-03-01T10:02:00Z,NP,0,30.133,30.128,30.126,51,39
2021-03-01T10:03:00Z,NP,0,30.133,30.127,30.125,50,39
2021-03-01T10:04:00Z,NP,0,30.132,30.127,30.125,50,39
2021-03-01T10:05:00Z,NP,0,30.132,30.126,30.124,51,39
2021-03-01T10:06:00Z,NP,0,30.132,30.126,30.124,51,40
2021-03-01T10:07:00Z,NP,0,30.131,30.126,30.124,51,39
2021-03-01T10:08:00Z,NP,0,30.131,30.126,30.124,50,39
2021-03-01T10:09:00Z,NP,0,30.131,30.126,30.124,50,39
2021-03-01T10:10:00Z,NP,0,30.132,30.126,30.124,51,39
2021-03-01T10:11:00Z,NP,0,30.132,30.126,30.124,51,39
2021-03-01T10:12:00Z,NP,0,30.132,30.126,30.124,51,38
2021-03-01T10:13:00Z,NP,0,30.132,30.127,30.124,51,38
2021-03-01T10:14:00Z,NP,0,30.132,30.126,30.124,51,38
2021-03-01T10:15:00Z,NP,0,30.131,30.126,30.124,51,38
2021-03-01T10:16:00Z,NP,0,30.131,30.125,30.123,51,38
2021-03-01T10:17:00Z,NP,0,30.131,30.125,30.123,51,38
2021-03-01T10:18:00Z,NP,0,30.131,30.125,30.123,51,37
2021-03-01T10:19:00Z,NP,0,30.131,30.125,30.123,50,37
2021-03-01T10:20:00Z,NP,0,30.131,30.125,30.123,50,37
2021-03-01T10:21:00Z,NP,0,30.13,30.125,30.122,50,36
2021-03-01T10:22:00Z,NP,0,30.13,30.124,30.122,48,36
2021-03-01T10:23:00Z,NP,0,30.13,30.124,30.122,47,36
2021-03-01T10:24:00Z,NP,0,30.13,30.124,30.122,47,35
2021-03-01T10:25:00Z,NP,0,30.129,30.124,30.122,47,35
2021-03-01T10:26:00Z,NP,0,30.129,30.123,30.121,47,35
2021-03-01T10:27:00Z,NP,0,30.128,30.122,30.12,47,35
2021-03-01T10:28:00Z,NP,0,30.127,30.122,30.12,47,35
2021-03-01T10:29:00Z,NP,0,30.127,30.122,30.119,47,35
2021-03-01T10:30:00Z,NP,0,30.127,30.121,30.119,48,35
2021-03-01T10:31:00Z,NP,0,30.126,30.121,30.119,49,36
2021-03-01T10:32:00Z,NP,0,30.126,30.121,30.119,48,36
2021-03-01T10:33:00Z,NP,0,30.126,30.121,30.118,49,36
2021-03-01T10:34:00Z,NP,0,30.126,30.12,30.118,49,36
2021-03-01T10:35:00Z,NP,0,30.126,30.12,30.118,49,36
2021-03-01T10:36:00Z,NP,0,30.126,30.12,30.118,49,36
2021-03-01T10:37:00Z,NP,0,30.126,30.12,30.118,49,36
2021-03-01T10:38:00Z,NP,0,30.126,30.12,30.118,49,36
2021-03-01T10:39:00Z,NP,0,30.126,30.121,30.119,50,36
2021-03-01T10:40:00Z,NP,0,30.127,30.121,30.119,50,35
2021-03-01T10:41:00Z,NP,0,30.127,30.122,30.12,50,35
2021-03-01T10:42:00Z,NP,0,30.128,30.122,30.12,51,35
2021-03-01T10:43:00Z,NP,0,30.128,30.123,30.121,51,35
2021-03-01T10:44:00Z,NP,0,30.128,30.123,30.12,50,35
2021-03-01T10:45:00Z,NP,0,30.128,30.122,30.12,50,35
2021-03-01T10:46:00Z,NP,0,30.128,30.122,30.12,50,34
2021-03-01T10:47:00Z,NP,0,30.128,30.122,30.12,50,34
2021-03-01T10:48:00Z,NP,0,30.128,30.122,30.12,50,34
2021-03-01T10:49:00Z,NP,0,30.128,30.123,30.12,50,34
2021-03-01T10:50:00Z,NP,0,30.128,30.123,30.121,50,34
2021-03-01T10:51:00Z,NP,0,30.128,30.123,30.121,50,34
2021-03-01T10:52:00Z,NP,0,30.129,30.123,30.121,50,34
2021-03-01T10:53:00Z,NP,0,30.129,30.123,30.121,49,35
2021-03-01T10:54:00Z,NP,0,30.128,30.123,30.12,49,35
2021-03-01T10:55:00Z,NP,0,30.127,30.122,30.119,48,35
2021-03-01T10:56:00Z,NP,0,30.126,30.121,30.118,49,35
2021-03-01T10:57:00Z,NP,0,30.125,30.12,30.118,49,35
2021-03-01T10:58:00Z,NP,0,30.125,30.12,30.118,50,35
2021-03-01T10:59:00Z,NP,0,30.125,30.12,30.118,50,35
2021-03-01T11:00:00Z,NP,0,30.125,30.12,30.118,50,35
2021-03-01T11:01:00Z,NP,0,30.125,30.12,30.118,50,35
2021-03-01T11:02:00Z,NP,0,30.126,30.12,30.118,50,35
2021-03-01T11:03:00Z,NP,0,30.126,30.12,30.118,50,35
2021-03-01T11:04:00Z,NP,0,30.126,30.12,30.118,50,35
2021-03-01T11:05:00Z,NP,0,30.125,30.12,30.118,50,35
2021-03-01T11:06:00Z,NP,0,30.125,30.12,30.117,51,34
2021-03-01T11:07:00Z,NP,0,30.124,30.119,30.117,51,34
2021-03-01T11:08:00Z,NP,0,30.124,30.119,30.116,51,34
2021-03-01T11:09:00Z,NP,0,30.123,30.118,30.116,50,34
2021-03-01T11:10:00Z,NP,0,30.123,30.118,30.115,49,34
2021-03-01T11:11:00Z,NP,0,30.123,30.118,30.115,50,34
2021-03-01T11:12:00Z,NP,0,30.123,30.118,30.115,50,34
2021-03-01T11:13:00Z,NP,0,30.123,30.118,30.115,50,34
2021-03-01T11:14:00Z,NP,0,30.123,30.118,30.115,50,35
2021-03-01T11:15:00Z,NP,0,30.123,30.118,30.115,50,35
2021-03-01T11:16:00Z,NP,0,30.122,30.117,30.115,50,35
2021-03-01T11:17:00Z,NP,0,30.122,30.117,30.115,50,35
2021-03-01T11:18:00Z,NP,0,30.122,30.117,30.114,50,35
2021-03-01T11:19:00Z,NP,0,30.122,30.116,30.114,50,35
2021-03-01T11:20:00Z,NP,0,30.122,30.116,30.114,49,35
2021-03-01T11:21:00Z,NP,0,30.122,30.117,30.114,49,34
2021-03-01T11:22:00Z,NP,0,30.122,30.117,30.115,49,34
2021-03-01T11:23:00Z,NP,0,30.122,30.117,30.115,49,34
2021-03-01T11:24:00Z,NP,0,30.123,30.117,30.115,49,34
2021-03-01T11:25:00Z,NP,0,30.124,30.118,30.116,49,34
2021-03-01T11:26:00Z,NP,0,30.124,30.119,30.117,49,34
2021-03-01T11:27:00Z,NP,0,30.125,30.12,30.117,50,34
2021-03-01T11:28:00Z,NP,0,30.125,30.12,30.118,50,34
2021-03-01T11:29:00Z,NP,0,30.125,30.12,30.118,49,34
2021-03-01T11:30:00Z,NP,0,30.125,30.12,30.118,49,34
2021-03-01T11:31:00Z,NP,0,30.125,30.12,30.117,50,34
2021-03-01T11:32:00Z,NP,0,30.125,30.12,30.118,50,34
2021-03-01T11:33:00Z,NP,0,30.125,30.12,30.118,50,34
2021-03-01T11:34:00Z,NP,0,30.125,30.12,30.118,50,34
2021-03-01T11:35:00Z,NP,0,30.125,30.119,30.117,50,34
2021-03-01T11:36:00Z,NP,0,30.125,30.119,30.117,50,34
2021-03-01T11:37:00Z,NP,0,30.124,30.119,30.117,50,34
2021-03-01T11:38:00Z,NP,0,30.124,30.119,30.116,50,34
2021-03-01T11:39:00Z,NP,0,30.124,30.118,30.116,50,34
2021-03-01T11:40:00Z,NP,0,30.124,30.118,30.116,50,34
2021-03-01T11:41:00Z,NP,0,30.124,30.118,30.116,50,34
2021-03-01T11:42:00Z,NP,0,30.123,30.118,30.116,50,35
2021-03-01T11:43:00Z,NP,0,30.123,30.118,30.116,50,35
2021-03-01T11:44:00Z,NP,0,30.123,30.118,30.116,50,35
2021-03-01T11:45:00Z,NP,0,30.123,30.118,30.116,50,35
2021-03-01T11:46:00Z,NP,0,30.124,30.118,30.116,50,35
2021-03-01T11:47:00Z,NP,0,30.124,30.119,30.117,50,35
2021-03-01T11:48:00Z,NP,0,30.125,30.12,30.118,50,35
2021-03-01T11:49:00Z,NP,0,30.126,30.12,30.118,50,35
2021-03-01T11:50:00Z,NP,0,30.125,30.12,30.118,49,35
2021-03-01T11:51:00Z,NP,0,30.125,30.12,30.117,49,34
2021-03-01T11:52:00Z,NP,0,30.125,30.119,30.117,49,34
2021-03-01T11:53:00Z,NP,0,30.125,30.119,30.117,49,33
2021-03-01T11:54:00Z,NP,0,30.124,30.119,30.117,49,33
2021-03-01T11:55:00Z,NP,0,30.124,30.119,30.116,49,33
2021-03-01T11:56:00Z,NP,0,30.124,30.118,30.116,49,34
2021-03-01T11:57:00Z,NP,0,30.123,30.118,30.115,49,34
2021-03-01T11:58:00Z,NP,0,30.122,30.117,30.115,49,34
2021-03-01T11:59:00Z,NP,0,30.122,30.116,30.114,49,34
2021-03-01T12:00:00Z,NP,0,30.121,30.116,30.113,49,34
2021-03-01T12:01:00Z,NP,0,30.121,30.115,30.113,49,34
2021-03-01T12:02:00Z,NP,0,30.121,30.115,30.113,49,34
2021-03-01T12:03:00Z,NP,0,30.121,30.115,30.113,49,34
2021-03-01T12:04:00Z,NP,0,30.12,30.115,30.113,50,34
2021-03-01T12:05:00Z,NP,0,30.12,30.115,30.113,49,34
2021-03-01T12:06:00Z,NP,0,30.12,30.115,30.113,49,34
2021-03-01T12:07:00Z,NP,0,30.12,30.115,30.112,49,33
2021-03-01T12:08:00Z,NP,0,30.12,30.114,30.112,49,33
2021-03-01T12:09:00Z,NP,0,30.119,30.114,30.112,50,33
2021-03-01T12:10:00Z,NP,0,30.119,30.114,30.111,50,33
2021-03-01T12:11:00Z,NP,0,30.118,30.113,30.111,50,33
2021-03-01T12:12:00Z,NP,0,30.118,30.113,30.111,50,33
2021-03-01T12:13:00Z,NP,0,30.118,30.113,30.11,50,33
2021-03-01T12:14:00Z,NP,0,30.118,30.113,30.11,49,33
2021-03-01T12:15:00Z,NP,0,30.118,30.112,30.11,50,32
2021-03-01T12:16:00Z,NP,0,30.117,30.112,30.11,49,32
2021-03-01T12:17:00Z,NP,0,30.117,30.112,30.109,51,32
2021-03-01T12:18:00Z,NP,0,30.117,30.112,30.109,50,32
2021-03-01T12:19:00Z,NP,0,30.116,30.111,30.109,50,32
2021-03-01T12:20:00Z,NP,0,30.115,30.11,30.108,50,32
2021-03-01T12:21:00Z,NP,0,30.114,30.109,30.107,50,32
2021-03-01T12:22:00Z,NP,0,30.114,30.108,30.106,50,31
2021-03-01T12:23:00Z,NP,0,30.113,30.108,30.106,50,31
2021-03-01T12:24:00Z,NP,0,30.114,30.108,30.106,50,31
2021-03-01T12:25:00Z,NP,0,30.114,30.109,30.106,50,31
2021-03-01T12:26:00Z,NP,0,30.114,30.109,30.107,51,31
2021-03-01T12:27:00Z,NP,0,30.115,30.109,30.107,50,31
2021-03-01T12:28:00Z,NP,0,30.115,30.109,30.107,50,31
2021-03-01T12:29:00Z,NP,0,30.114,30.109,30.107,50,31
2021-03-01T12:30:00Z,NP,0,30.114,30.108,30.106,50,31
2021-03-01T12:31:00Z,NP,0,30.113,30.108,30.106,51,31
2021-03-01T12:32:00Z,NP,0,30.113,30.108,30.105,50,31
2021-03-01T12:33:00Z,NP,0,30.113,30.108,30.106,51,30
2021-03-01T12:34:00Z,NP,0,30.114,30.108,30.106,51,30
2021-03-01T12:35:00Z,NP,0,30.114,30.108,30.106,51,30
2021-03-01T12:36:00Z,NP,0,30.115,30.109,30.107,51,29
2021-03-01T12:37:00Z,NP,0,30.115,30.109,30.107,51,29
2021-03-01T12:38:00Z,NP,0,30.115,30.109,30.107,51,29
2021-03-01T12:39:00Z,NP,0,30.115,30.109,30.107,51,28
2021-03-01T12:40:00Z,NP,0,30.115,30.109,30.107,51,28
2021-03-01T12:41:00Z,NP,0,30.115,30.109,30.107,51,27
2021-03-01T12:42:00Z,NP,0,30.115,30.109,30.107,52,26
2021-03-01T12:43:00Z,NP,0,30.115,30.109,30.107,53,22
2021-03-01T12:44:00Z,NP,0,30.115,30.11,30.108,53,22
2021-03-01T12:45:00Z,NP,0,30.116,30.11,30.108,53,21
2021-03-01T12:46:00Z,NP,0,30.117,30.111,30.109,53,21
2021-03-01T12:47:00Z,NP,0,30.117,30.112,30.109,53,20
2021-03-01T12:48:00Z,NP,0,30.117,30.112,30.109,53,20
2021-03-01T12:49:00Z,NP,0,30.117,30.111,30.109,54,19
2021-03-01T12:50:00Z,NP,0,30.116,30.111,30.109,54,17
2021-03-01T12:51:00Z,NP,0,30.116,30.111,30.109,54,17
2021-03-01T12:52:00Z,NP,0,30.117,30.111,30.109,54,17
2021-03-01T12:53:00Z,NP,0,30.117,30.111,30.109,54,17
2021-03-01T12:54:00Z,NP,0,30.116,30.111,30.108,54,17
2021-03-01T12:55:00Z,NP,0,30.115,30.11,30.108,54,17
2021-03-01T12:56:00Z,NP,0,30.115,30.11,30.108,54,17
2021-03-01T12:57:00Z,NP,0,30.116,30.11,30.108,54,17
2021-03-01T12:58:00Z,NP,0,30.116,30.111,30.109,54,17
2021-03-01T12:59:00Z,NP,0,30.116,30.111,30.109,54,17
2021-03-01T13:00:00Z,NP,0,30.116,30.111,30.108,53,17
2021-03-01T13:01:00Z,NP,0,30.116,30.11,30.108,53,17
2021-03-01T13:02:00Z,NP,0,30.116,30.11,30.108,53,19
2021-03-01T13:03:00Z,NP,0,30.115,30.11,30.108,53,22
2021-03-01T13:04:00Z,NP,0,30.115,30.11,30.108,52,24
2021-03-01T13:05:00Z,NP,0,30.115,30.11,30.108,52,25
2021-03-01T13:06:00Z,NP,0,30.115,30.109,30.107,52,25
2021-03-01T13:07:00Z,NP,0,30.114,30.109,30.106,52,24
2021-03-01T13:08:00Z,NP,0,30.114,30.109,30.107,52,24
2021-03-01T13:09:00Z,NP,0,30.115,30.109,30.107,52,24
2021-03-01T13:10:00Z,NP,0,30.115,30.109,30.107,51,24
2021-03-01T13:11:00Z,NP,0,30.115,30.11,30.107,51,24
2021-03-01T13:12:00Z,NP,0,30.115,30.109,30.107,51,24
2021-03-01T13:13:00Z,NP,0,30.115,30.109,30.107,51,25
2021-03-01T13:14:00Z,NP,0,30.115,30.11,30.107,51,25
2021-03-01T13:15:00Z,NP,0,30.115,30.11,30.108,51,26
2021-03-01T13:16:00Z,NP,0,30.116,30.11,30.108,51,26
2021-03-01T13:17:00Z,NP,0,30.116,30.111,30.108,51,26
2021-03-01T13:18:00Z,NP,0,30.116,30.111,30.109,51,26
2021-03-01T13:19:00Z,NP,0,30.116,30.111,30.108,51,25
2021-03-01T13:20:00Z,NP,0,30.116,30.111,30.108,51,25
2021-03-01T13:21:00Z,NP,0,30.117,30.111,30.109,51,24
2021-03-01T13:22:00Z,NP,0,30.117,30.112,30.109,51,23
2021-03-01T13:23:00Z,NP,0,30.117,30.112,30.109,51,23
2021-03-01T13:24:00Z,NP,0,30.117,30.112,30.109,52,22
2021-03-01T13:25:00Z,NP,0,30.117,30.112,30.11,52,22
2021-03-01T13:26:00Z,NP,0,30.118,30.113,30.11,52,22
2021-03-01T13:27:00Z,NP,0,30.118,30.113,30.11,51,22
2021-03-01T13:28:00Z,NP,0,30.118,30.113,30.11,51,22
2021-03-01T13:29:00Z,NP,0,30.118,30.113,30.111,51,23
2021-03-01T13:30:00Z,NP,0,30.118,30.113,30.11,51,24
2021-03-01T13:31:00Z,NP,0,30.118,30.113,30.11,51,25
2021-03-01T13:32:00Z,NP,0,30.118,30.113,30.111,51,25
2021-03-01T13:33:00Z,NP,0,30.118,30.113,30.111,52,25
2021-03-01T13:34:00Z,NP,0,30.119,30.113,30.111,52,25
2021-03-01T13:35:00Z,NP,0,30.119,30.114,30.111,52,23
2021-03-01T13:36:00Z,NP,0,30.119,30.114,30.111,52,23
2021-03-01T13:37:00Z,NP,0,30.119,30.114,30.111,52,23
2021-03-01T13:38:00Z,NP,0,30.119,30.114,30.111,53,23
2021-03-01T13:39:00Z,NP,0,30.119,30.114,30.111,53,23
2021-03-01T13:40:00Z,NP,0,30.119,30.114,30.111,53,23
2021-03-01T13:41:00Z,NP,0,30.119,30.114,30.111,52,23
2021-03-01T13:42:00Z,NP,0,30.118,30.113,30.111,50,23
2021-03-01T13:43:00Z,NP,0,30.118,30.113,30.111,48,24
2021-03-01T13:44:00Z,NP,0,30.119,30.114,30.111,49,24
2021-03-01T13:45:00Z,NP,0,30.119,30.114,30.112,50,24
2021-03-01T13:46:00Z,NP,0,30.12,30.114,30.112,50,23
2021-03-01T13:47:00Z,NP,0,30.12,30.115,30.112,49,25
2021-03-01T13:48:00Z,NP,0,30.12,30.115,30.112,47,25
2021-03-01T13:49:00Z,NP,0,30.12,30.115,30.113,47,24
2021-03-01T13:50:00Z,NP,0,30.121,30.115,30.113,48,24
2021-03-01T13:51:00Z,NP,0,30.121,30.115,30.113,49,23
2021-03-01T13:52:00Z,NP,0,30.121,30.115,30.113,49,24
2021-03-01T13:53:00Z,NP,0,30.121,30.115,30.113,48,24
2021-03-01T13:54:00Z,NP,0,30.12,30.115,30.113,48,25
2021-03-01T13:55:00Z,NP,0,30.12,30.115,30.112,48,25
2021-03-01T13:56:00Z,NP,0,30.12,30.114,30.112,49,25
2021-03-01T13:57:00Z,NP,0,30.12,30.114,30.112,49,26
2021-03-01T13:58:00Z,NP,0,30.12,30.114,30.112,50,26
2021-03-01T13:59:00Z,NP,0,30.12,30.115,30.113,50,26
2021-03-01T14:00:00Z,NP,0,30.12,30.115,30.113,50,26
2021-03-01T14:01:00Z,NP,0,30.12,30.115,30.113,49,27
2021-03-01T14:02:00Z,NP,0,30.12,30.115,30.112,48,28
2021-03-01T14:03:00Z,NP,0,30.12,30.115,30.112,48,29
2021-03-01T14:04:00Z,NP,0,30.12,30.115,30.113,48,29
2021-03-01T14:05:00Z,NP,0,30.121,30.115,30.113,48,29
2021-03-01T14:06:00Z,NP,0,30.121,30.115,30.113,49,29
2021-03-01T14:07:00Z,NP,0,30.121,30.116,30.114,49,29
2021-03-01T14:08:00Z,NP,0,30.122,30.117,30.114,50,29
2021-03-01T14:09:00Z,NP,0,30.122,30.117,30.115,50,29
2021-03-01T14:10:00Z,NP,0,30.122,30.117,30.115,50,29
2021-03-01T14:11:00Z,NP,0,30.122,30.117,30.115,50,29
2021-03-01T14:12:00Z,NP,0,30.123,30.118,30.115,50,28
2021-03-01T14:13:00Z,NP,0,30.124,30.118,30.116,50,28
2021-03-01T14:14:00Z,NP,0,30.123,30.118,30.116,50,28
2021-03-01T14:15:00Z,NP,0,30.123,30.118,30.116,50,28
2021-03-01T14:16:00Z,NP,0,30.123,30.118,30.115,50,28
2021-03-01T14:17:00Z,NP,0,30.124,30.118,30.116,50,28
2021-03-01T14:18:00Z,NP,0,30.124,30.119,30.117,50,28
2021-03-01T14:19:00Z,NP,0,30.124,30.119,30.117,50,28
2021-03-01T14:20:00Z,NP,0,30.124,30.119,30.117,50,28
2021-03-01T14:21:00Z,NP,0,30.124,30.119,30.117,49,28
2021-03-01T14:22:00Z,NP,0,30.125,30.119,30.117,48,28
2021-03-01T14:23:00Z,NP,0,30.126,30.12,30.118,48,28
2021-03-01T14:24:00Z,NP,0,30.126,30.121,30.119,49,28
2021-03-01T14:25:00Z,NP,0,30.126,30.121,30.119,47,28
