X1,X2,X3,X4,X5,X6,X7,X8
03856KHSV,2021-03-05T14:47:00Z,,0.088][D],7,4,4,5
03856KHSV,2021-03-05T14:48:00Z,,0.085][D],13,4,39,6
03856KHSV,2021-03-05T14:49:00Z,,0.073][D],16,4,30,6
03856KHSV,2021-03-05T14:50:00Z,,0.070][D],13,3,11,4
03856KHSV,2021-03-05T14:51:00Z,,0.069][D],2,3,354,4
03856KHSV,2021-03-05T14:52:00Z,,0.127][D],354,3,8,4
03856KHSV,2021-03-05T14:53:00Z,,0.097][D],355,4,349,5
03856KHSV,2021-03-05T14:54:00Z,,0.082][D],359,4,343,5
03856KHSV,2021-03-05T14:55:00Z,,0.077][D],1,4,12,5
03856KHSV,2021-03-05T14:56:00Z,,0.072][D],3,4,14,5
03856KHSV,2021-03-05T14:57:00Z,,0.084][D],1,4,3,4
03856KHSV,2021-03-05T14:58:00Z,,0.078][D],358,4,7,5
03856KHSV,2021-03-05T14:59:00Z,,0.122][D],357,4,357,5
03856KHSV,2021-03-05T15:00:00Z,,0.103][D],358,4,358,4
03856KHSV,2021-03-05T15:01:00Z,,0.107][D],356,3,357,4
03856KHSV,2021-03-05T15:02:00Z,,0.093][D],350,4,352,4
03856KHSV,2021-03-05T15:03:00Z,,0.079][D],349,3,350,4
03856KHSV,2021-03-05T15:04:00Z,,0.070][D],353,3,5,5
03856KHSV,2021-03-05T15:05:00Z,,0.070][D],352,4,345,4
03856KHSV,2021-03-05T15:06:00Z,,0.072][D],350,4,352,4
03856KHSV,2021-03-05T15:07:00Z,,0.068][D],350,4,341,4
03856KHSV,2021-03-05T15:08:00Z,,0.073][D],350,4,353,5
03856KHSV,2021-03-05T15:09:00Z,,0.068][D],352,4,352,5
03856KHSV,2021-03-05T15:10:00Z,,0.070][D],353,4,351,5
03856KHSV,2021-03-05T15:11:00Z,,0.075][D],358,4,0,5
03856KHSV,2021-03-05T15:12:00Z,,0.072][D],3,4,9,4
03856KHSV,2021-03-05T15:13:00Z,,0.077][D],6,4,14,5
03856KHSV,2021-03-05T15:14:00Z,,0.087][D],6,4,6,5
03856KHSV,2021-03-05T15:15:00Z,,0.086][D],7,4,18,5
03856KHSV,2021-03-05T15:16:00Z,,0.100][D],8,4,6,5
03856KHSV,2021-03-05T15:17:00Z,,0.096][D],1,4,355,5
03856KHSV,2021-03-05T15:18:00Z,,0.097][D],359,4,2,5
03856KHSV,2021-03-05T15:19:00Z,,0.126][D],359,4,356,5
03856KHSV,2021-03-05T15:20:00Z,,0.115][D],359,4,9,4
03856KHSV,2021-03-05T15:21:00Z,,0.123][D],359,3,0,4
03856KHSV,2021-03-05T15:22:00Z,,0.107][D],358,3,1,4
03856KHSV,2021-03-05T15:23:00Z,,0.097][D],358,3,1,4
03856KHSV,2021-03-05T15:24:00Z,,0.088][D],360,4,5,4
03856KHSV,2021-03-05T15:25:00Z,,0.085][D],5,4,8,5
03856KHSV,2021-03-05T15:26:00Z,,0.082][D],10,4,7,5
03856KHSV,2021-03-05T15:27:00Z,,0.069][D],13,4,13,5
03856KHSV,2021-03-05T15:28:00Z,,0.083][D],12,4,26,6
03856KHSV,2021-03-05T15:29:00Z,,0.070][D],10,5,6,6
03856KHSV,2021-03-05T15:30:00Z,,0.079][D],11,5,10,5
03856KHSV,2021-03-05T15:31:00Z,,0.069][D],15,5,14,6
03856KHSV,2021-03-05T15:32:00Z,,0.063][D],17,6,24,8
03856KHSV,2021-03-05T15:33:00Z,,0.054][D],17,6,19,6
03856KHSV,2021-03-05T15:34:00Z,,0.054][D],16,5,11,5
03856KHSV,2021-03-05T15:35:00Z,,0.078][D],16,5,1,6
03856KHSV,2021-03-05T15:36:00Z,,0.095][D],15,5,19,6
03856KHSV,2021-03-05T15:37:00Z,,0.070][D],17,6,16,7
03856KHSV,2021-03-05T15:38:00Z,,0.066][D],20,6,25,7
03856KHSV,2021-03-05T15:39:00Z,,0.057][D],20,6,31,10
03856KHSV,2021-03-05T15:40:00Z,,0.054][D],29,7,39,9
03856KHSV,2021-03-05T15:41:00Z,,0.050][D],43,7,51,8
03856KHSV,2021-03-05T15:42:00Z,,0.050][D],46,7,50,9
03856KHSV,2021-03-05T15:43:00Z,,0.050][D],43,8,43,10
03856KHSV,2021-03-05T15:44:00Z,,0.050][D],42,8,44,9
03856KHSV,2021-03-05T15:45:00Z,,0.050][D],44,9,44,12
03856KHSV,2021-03-05T15:46:00Z,,0.050][D],41,10,40,11
03856KHSV,2021-03-05T15:47:00Z,,0.050][D],37,10,35,11
03856KHSV,2021-03-05T15:48:00Z,,0.050][D],34,9,38,11
03856KHSV,2021-03-05T15:49:00Z,,0.050][D],35,10,34,11
03856KHSV,2021-03-05T15:50:00Z,,0.050][D],35,10,33,11
03856KHSV,2021-03-05T15:51:00Z,,0.050][D],34,10,35,11
03856KHSV,2021-03-05T15:52:00Z,,0.050][D],35,10,36,11
03856KHSV,2021-03-05T15:53:00Z,,0.050][D],38,9,35,10
03856KHSV,2021-03-05T15:54:00Z,,0.050][D],39,8,40,9
03856KHSV,2021-03-05T15:55:00Z,,0.050][D],39,8,39,10
03856KHSV,2021-03-05T15:56:00Z,,0.050][D],40,9,41,11
03856KHSV,2021-03-05T15:57:00Z,,0.050][D],40,9,32,9
03856KHSV,2021-03-05T15:58:00Z,,0.050][D],38,8,35,9
03856KHSV,2021-03-05T15:59:00Z,,0.050][D],43,8,42,11
03856KHSV,2021-03-05T16:00:00Z,,0.050][D],47,10,43,12
03856KHSV,2021-03-05T16:01:00Z,,0.050][D],45,10,36,11
03856KHSV,2021-03-05T16:02:00Z,,0.050][D],43,9,46,11
03856KHSV,2021-03-05T16:03:00Z,,0.050][D],43,10,38,13
03856KHSV,2021-03-05T16:04:00Z,,0.050][D],43,10,42,12
03856KHSV,2021-03-05T16:05:00Z,,0.050][D],41,10,28,13
03856KHSV,2021-03-05T16:06:00Z,,0.050][D],34,11,28,13
03856KHSV,2021-03-05T16:07:00Z,,0.050][D],35,10,31,11
03856KHSV,2021-03-05T16:08:00Z,,0.050][D],39,9,42,11
03856KHSV,2021-03-05T16:09:00Z,,0.050][D],41,10,39,13
03856KHSV,2021-03-05T16:10:00Z,,0.050][D],46,12,48,14
03856KHSV,2021-03-05T16:11:00Z,,0.050][D],48,12,43,13
03856KHSV,2021-03-05T16:12:00Z,,0.050][D],45,11,45,13
03856KHSV,2021-03-05T16:13:00Z,,0.050][D],48,10,42,10
03856KHSV,2021-03-05T16:14:00Z,,0.050][D],52,9,47,11
03856KHSV,2021-03-05T16:15:00Z,,0.050][D],51,9,47,13
03856KHSV,2021-03-05T16:16:00Z,,0.050][D],47,10,44,12
03856KHSV,2021-03-05T16:17:00Z,,0.050][D],44,11,41,13
03856KHSV,2021-03-05T16:18:00Z,,0.050][D],47,10,52,12
03856KHSV,2021-03-05T16:19:00Z,,0.050][D],47,10,44,11
03856KHSV,2021-03-05T16:20:00Z,,0.050],,43,10,41
03856KHSV,2021-03-05T16:21:00Z,,0.050],,37,9,33
03856KHSV,2021-03-05T16:22:00Z,,0.050],,32,9,32
03856KHSV,2021-03-05T16:23:00Z,,0.050],,37,9,44
03856KHSV,2021-03-05T16:24:00Z,,0.050],,41,10,41
03856KHSV,2021-03-05T16:25:00Z,,0.050],,40,10,38
03856KHSV,2021-03-05T16:26:00Z,,0.050],,42,9,44
03856KHSV,2021-03-05T16:27:00Z,0.051,D,45,9,45,10
03856KHSV,2021-03-05T16:28:00Z,0.05,D,50,9,50,11
03856KHSV,2021-03-05T16:29:00Z,0.05,D,49,10,47,12
03856KHSV,2021-03-05T16:30:00Z,0.05,D,47,10,50,11
03856KHSV,2021-03-05T16:31:00Z,0.05,D,47,9,36,10
03856KHSV,2021-03-05T16:32:00Z,0.05,D,48,9,47,10
03856KHSV,2021-03-05T16:33:00Z,0.05,D,47,8,40,9
03856KHSV,2021-03-05T16:34:00Z,0.05,D,50,8,51,10
03856KHSV,2021-03-05T16:35:00Z,0.05,D,55,8,36,10
03856KHSV,2021-03-05T16:36:00Z,0.05,D,49,8,37,9
03856KHSV,2021-03-05T16:37:00Z,0.05,D,50,7,54,9
03856KHSV,2021-03-05T16:38:00Z,0.05,D,60,7,62,10
03856KHSV,2021-03-05T16:39:00Z,0.05,D,58,8,57,9
03856KHSV,2021-03-05T16:40:00Z,0.05,D,50,8,44,11
03856KHSV,2021-03-05T16:41:00Z,0.05,D,49,8,57,10
03856KHSV,2021-03-05T16:42:00Z,0.05,D,54,9,62,13
03856KHSV,2021-03-05T16:43:00Z,0.05,D,53,10,52,10
03856KHSV,2021-03-05T16:44:00Z,0.05,D,49,9,45,12
03856KHSV,2021-03-05T16:45:00Z,0.05,D,46,9,40,10
03856KHSV,2021-03-05T16:46:00Z,0.05,D,51,9,52,11
03856KHSV,2021-03-05T16:47:00Z,0.05,D,52,10,44,14
03856KHSV,2021-03-05T16:48:00Z,0.05,D,44,11,42,13
03856KHSV,2021-03-05T16:49:00Z,0.05,D,42,12,42,15
03856KHSV,2021-03-05T16:50:00Z,0.05,D,46,12,49,14
03856KHSV,2021-03-05T16:51:00Z,0.05,D,53,11,53,12
03856KHSV,2021-03-05T16:52:00Z,0.05,D,54,9,62,10
03856KHSV,2021-03-05T16:53:00Z,0.05,D,51,8,49,8
03856KHSV,2021-03-05T16:54:00Z,0.05,D,51,8,61,10
03856KHSV,2021-03-05T16:55:00Z,0.05,D,53,9,59,12
03856KHSV,2021-03-05T16:56:00Z,0.05,D,46,10,42,11
03856KHSV,2021-03-05T16:57:00Z,0.05,D,40,10,46,12
03856KHSV,2021-03-05T16:58:00Z,0.05,D,45,11,35,12
03856KHSV,2021-03-05T16:59:00Z,0.05,D,46,9,42,11
03856KHSV,2021-03-05T17:00:00Z,0.05,D,42,10,32,13
03856KHSV,2021-03-05T17:01:00Z,0.05,D,43,12,38,14
03856KHSV,2021-03-05T17:02:00Z,0.05,D,46,12,49,14
03856KHSV,2021-03-05T17:03:00Z,0.05,D,48,11,47,13
03856KHSV,2021-03-05T17:04:00Z,0.05,D,52,10,52,10
03856KHSV,2021-03-05T17:05:00Z,0.05,D,61,9,68,11
03856KHSV,2021-03-05T17:06:00Z,0.05,D,60,10,51,14
03856KHSV,2021-03-05T17:07:00Z,0.05,D,54,11,44,14
03856KHSV,2021-03-05T17:08:00Z,0.05,D,47,11,51,13
03856KHSV,2021-03-05T17:09:00Z,0.05,D,45,11,50,13
03856KHSV,2021-03-05T17:10:00Z,0.05,D,48,12,53,15
03856KHSV,2021-03-05T17:11:00Z,0.05,D,50,12,52,13
03856KHSV,2021-03-05T17:12:00Z,0.05,D,52,11,50,14
03856KHSV,2021-03-05T17:13:00Z,0.05,D,55,11,47,14
03856KHSV,2021-03-05T17:14:00Z,0.05,D,57,11,57,13
03856KHSV,2021-03-05T17:15:00Z,0.05,D,57,11,61,13
03856KHSV,2021-03-05T17:16:00Z,0.05,D,61,10,65,13
03856KHSV,2021-03-05T17:17:00Z,0.05,D,63,10,53,12
03856KHSV,2021-03-05T17:18:00Z,0.05,D,62,9,69,11
03856KHSV,2021-03-05T17:19:00Z,0.05,D,62,9,60,12
03856KHSV,2021-03-05T17:20:00Z,0.05,D,58,10,56,16
03856KHSV,2021-03-05T17:21:00Z,0.05,D,56,12,59,14
03856KHSV,2021-03-05T17:22:00Z,0.05,D,54,11,52,14
03856KHSV,2021-03-05T17:23:00Z,0.05,D,53,10,43,11
03856KHSV,2021-03-05T17:24:00Z,0.05,D,53,9,52,11
03856KHSV,2021-03-05T17:25:00Z,0.05,D,58,9,75,12
03856KHSV,2021-03-05T17:26:00Z,0.05,D,61,10,58,13
03856KHSV,2021-03-05T17:27:00Z,0.05,D,58,11,59,13
03856KHSV,2021-03-05T17:28:00Z,0.05,D,60,11,70,13
03856KHSV,2021-03-05T17:29:00Z,0.05,D,54,10,36,13
03856KHSV,2021-03-05T17:30:00Z,0.05,D,49,10,57,13
03856KHSV,2021-03-05T17:31:00Z,0.05,D,52,11,48,14
03856KHSV,2021-03-05T17:32:00Z,0.05,D,54,10,64,11
03856KHSV,2021-03-05T17:33:00Z,0.05,D,62,9,63,12
03856KHSV,2021-03-05T17:34:00Z,0.05,D,63,11,61,13
03856KHSV,2021-03-05T17:35:00Z,0.05,D,62,11,71,13
03856KHSV,2021-03-05T17:36:00Z,0.05,D,64,11,63,13
03856KHSV,2021-03-05T17:37:00Z,0.05,D,59,10,53,11
03856KHSV,2021-03-05T17:38:00Z,0.05,D,52,9,49,11
03856KHSV,2021-03-05T17:39:00Z,0.05,D,55,8,72,10
03856KHSV,2021-03-05T17:40:00Z,0.05,D,68,8,80,11
03856KHSV,2021-03-05T17:41:00Z,0.05,D,76,8,75,11
03856KHSV,2021-03-05T17:42:00Z,0.05,D,66,8,73,12
03856KHSV,2021-03-05T17:43:00Z,0.05,D,50,8,45,9
03856KHSV,2021-03-05T17:44:00Z,0.05,D,50,8,40,10
03856KHSV,2021-03-05T17:45:00Z,0.05,D,57,8,58,10
03856KHSV,2021-03-05T17:46:00Z,0.05,D,50,9,41,11
03856KHSV,2021-03-05T17:47:00Z,0.05,D,37,8,27,8
03856KHSV,2021-03-05T17:48:00Z,0.05,D,41,6,41,8
03856KHSV,2021-03-05T17:49:00Z,0.05,D,54,7,52,11
03856KHSV,2021-03-05T17:50:00Z,0.05,D,55,8,65,11
03856KHSV,2021-03-05T17:51:00Z,0.05,D,59,7,55,7
03856KHSV,2021-03-05T17:52:00Z,0.05,D,56,6,48,8
03856KHSV,2021-03-05T17:53:00Z,0.05,D,51,6,53,10
03856KHSV,2021-03-05T17:54:00Z,0.05,D,54,7,52,11
03856KHSV,2021-03-05T17:55:00Z,0.05,D,33,7,7,8
03856KHSV,2021-03-05T17:56:00Z,0.05,D,28,7,53,9
03856KHSV,2021-03-05T17:57:00Z,0.05,D,45,7,49,9
03856KHSV,2021-03-05T17:58:00Z,0.05,D,47,7,43,7
03856KHSV,2021-03-05T17:59:00Z,0.05,D,48,5,63,7
03856KHSV,2021-03-05T18:00:00Z,0.05,D,55,5,58,6
03856KHSV,2021-03-05T18:01:00Z,0.05,D,61,5,61,5
03856KHSV,2021-03-05T18:02:00Z,0.05,D,62,4,53,6
03856KHSV,2021-03-05T18:03:00Z,0.05,D,68,5,66,8
03856KHSV,2021-03-05T18:04:00Z,0.05,D,55,7,26,9
03856KHSV,2021-03-05T18:05:00Z,0.068,D,23,7,0,8
03856KHSV,2021-03-05T18:06:00Z,0.072,D,10,8,7,12
03856KHSV,2021-03-05T18:07:00Z,0.07,D,15,10,21,12
03856KHSV,2021-03-05T18:08:00Z,0.065,D,20,9,15,11
03856KHSV,2021-03-05T18:09:00Z,0.114,D,15,10,17,14
03856KHSV,2021-03-05T18:10:00Z,0.075,D,14,12,14,14
03856KHSV,2021-03-05T18:11:00Z,0.063,D,15,12,9,14
03856KHSV,2021-03-05T18:12:00Z,0.066,D,12,11,13,12
03856KHSV,2021-03-05T18:13:00Z,0.112,D,14,9,22,11
03856KHSV,2021-03-05T18:14:00Z,0.108,D,14,8,17,10
03856KHSV,2021-03-05T18:15:00Z,0.066,D,16,9,16,10
03856KHSV,2021-03-05T18:16:00Z,0.067,D,18,8,10,11
03856KHSV,2021-03-05T18:17:00Z,0.06,D,19,8,30,11
03856KHSV,2021-03-05T18:18:00Z,0.051,D,21,9,11,13
03856KHSV,2021-03-05T18:19:00Z,0.086,D,11,10,358,13
03856KHSV,2021-03-05T18:20:00Z,0.092,D,8,10,10,11
03856KHSV,2021-03-05T18:21:00Z,0.059,D,24,9,40,12
03856KHSV,2021-03-05T18:22:00Z,0.05,D,35,10,35,12
03856KHSV,2021-03-05T18:23:00Z,0.05,D,35,10,34,11
03856KHSV,2021-03-05T18:24:00Z,0.05,D,39,10,35,11
03856KHSV,2021-03-05T18:25:00Z,0.05,D,47,8,50,10
03856KHSV,2021-03-05T18:26:00Z,0.05,D,50,6,22,9
03856KHSV,2021-03-05T18:27:00Z,0.05,D,45,7,33,9
03856KHSV,2021-03-05T18:28:00Z,0.05,D,33,8,19,10
03856KHSV,2021-03-05T18:29:00Z,0.05,D,27,8,28,8
03856KHSV,2021-03-05T18:30:00Z,0.05,D,30,9,26,13
03856KHSV,2021-03-05T18:31:00Z,0.05,D,38,10,43,12
03856KHSV,2021-03-05T18:32:00Z,0.05,D,43,10,38,12
03856KHSV,2021-03-05T18:33:00Z,0.05,D,37,9,35,10
03856KHSV,2021-03-05T18:34:00Z,0.074,D,33,8,48,11
03856KHSV,2021-03-05T18:35:00Z,0.05,D,38,10,38,12
03856KHSV,2021-03-05T18:36:00Z,0.05,D,42,11,51,12
03856KHSV,2021-03-05T18:37:00Z,0.05,D,46,10,49,13
03856KHSV,2021-03-05T18:38:00Z,0.05,D,43,9,39,11
03856KHSV,2021-03-05T18:39:00Z,0.05,D,30,9,10,14
03856KHSV,2021-03-05T18:40:00Z,0.086,D,14,9,11,10
03856KHSV,2021-03-05T18:41:00Z,0.093,D,10,8,15,10
03856KHSV,2021-03-05T18:42:00Z,0.071,D,17,9,7,11
03856KHSV,2021-03-05T18:43:00Z,0.067,D,20,9,21,12
03856KHSV,2021-03-05T18:44:00Z,0.05,D,20,8,30,8
03856KHSV,2021-03-05T18:45:00Z,0.086,D,11,7,348,11
03856KHSV,2021-03-05T18:46:00Z,0.077,D,14,8,38,12
03856KHSV,2021-03-05T18:47:00Z,0.075,D,19,10,359,13
03856KHSV,2021-03-05T18:48:00Z,0.082,D,8,10,16,12
03856KHSV,2021-03-05T18:49:00Z,0.065,D,7,10,11,13
03856KHSV,2021-03-05T18:50:00Z,0.07,D,17,11,19,12
03856KHSV,2021-03-05T18:51:00Z,0.05,D,22,10,25,11
03856KHSV,2021-03-05T18:52:00Z,0.05,D,23,10,29,14
03856KHSV,2021-03-05T18:53:00Z,0.05,D,28,11,26,12
03856KHSV,2021-03-05T18:54:00Z,0.05,D,30,10,27,14
03856KHSV,2021-03-05T18:55:00Z,0.05,D,27,11,34,14
03856KHSV,2021-03-05T18:56:00Z,0.05,D,23,10,16,11
03856KHSV,2021-03-05T18:57:00Z,0.05,D,30,9,44,10
03856KHSV,2021-03-05T18:58:00Z,0.05,D,41,9,33,12
03856KHSV,2021-03-05T18:59:00Z,0.05,D,42,10,46,15
03856KHSV,2021-03-05T19:00:00Z,0.05,D,29,10,24,11
03856KHSV,2021-03-05T19:01:00Z,0.05,D,15,10,7,14
03856KHSV,2021-03-05T19:02:00Z,0.05,D,14,12,18,14
03856KHSV,2021-03-05T19:03:00Z,0.05,D,14,11,17,13
03856KHSV,2021-03-05T19:04:00Z,0.05,D,12,10,15,13
03856KHSV,2021-03-05T19:05:00Z,0.05,D,15,11,13,14
03856KHSV,2021-03-05T19:06:00Z,0.05,D,12,11,13,13
03856KHSV,2021-03-05T19:07:00Z,0.059,D,12,10,22,12
03856KHSV,2021-03-05T19:08:00Z,0.05,D,19,10,21,11
03856KHSV,2021-03-05T19:09:00Z,0.05,D,10,9,358,10
03856KHSV,2021-03-05T19:10:00Z,0.068,D,4,10,357,13
03856KHSV,2021-03-05T19:11:00Z,0.066,D,6,12,6,13
03856KHSV,2021-03-05T19:12:00Z,0.056,D,10,12,7,15
03856KHSV,2021-03-05T19:13:00Z,0.062,D,12,12,17,14
03856KHSV,2021-03-05T19:14:00Z,0.05,D,15,12,17,15
03856KHSV,2021-03-05T19:15:00Z,0.05,D,13,11,15,13
03856KHSV,2021-03-05T19:16:00Z,0.058,D,11,9,29,12
03856KHSV,2021-03-05T19:17:00Z,0.05,D,24,10,39,14
03856KHSV,2021-03-05T19:18:00Z,0.05,D,26,12,23,15
03856KHSV,2021-03-05T19:19:00Z,0.054,D,14,12,8,13
03856KHSV,2021-03-05T19:20:00Z,0.05,D,11,10,15,11
03856KHSV,2021-03-05T19:21:00Z,0.064,D,11,8,4,8
03856KHSV,2021-03-05T19:22:00Z,0.056,D,8,9,2,13
03856KHSV,2021-03-05T19:23:00Z,0.055,D,3,10,11,12
03856KHSV,2021-03-05T19:24:00Z,0.062,D,4,10,13,13
03856KHSV,2021-03-05T19:25:00Z,0.062,D,9,10,17,12
03856KHSV,2021-03-05T19:26:00Z,0.059,D,11,9,3,12
03856KHSV,2021-03-05T19:27:00Z,0.07,D,10,11,15,15
03856KHSV,2021-03-05T19:28:00Z,0.065,D,11,12,8,13
03856KHSV,2021-03-05T19:29:00Z,0.05,D,16,11,18,12
03856KHSV,2021-03-05T19:30:00Z,0.05,D,22,11,23,13
03856KHSV,2021-03-05T19:31:00Z,0.05,D,29,11,32,13
03856KHSV,2021-03-05T19:32:00Z,,M,29,11,20,13
03856KHSV,2021-03-05T19:33:00Z,,M,32,9,43,10
03856KHSV,2021-03-05T19:34:00Z,,M,,,37,9
03856KHSV,2021-03-05T19:35:00Z,,M,,,30,8
03856KHSV,2021-03-05T19:36:00Z,,D,27,8,20,10
03856KHSV,2021-03-05T19:37:00Z,,M,,25,9,8
03856KHSV,2021-03-05T19:38:00Z,,M,,18,10,14
03856KHSV,2021-03-05T19:39:00Z,,M,,16,8,23
03856KHSV,2021-03-05T19:40:00Z,,M,,22,8,44
03856KHSV,2021-03-05T19:41:00Z,,36,9,51,11,
03856KHSV,2021-03-05T19:42:00Z,,M,,43,9,51
03856KHSV,2021-03-05T19:43:00Z,,M,,42,8,40
03856KHSV,2021-03-05T19:44:00Z,,43,7,46,9,
03856KHSV,2021-03-05T19:45:00Z,,M,,43,7,44
03856KHSV,2021-03-05T19:46:00Z,,30,7,13,12,
03856KHSV,2021-03-05T19:47:00Z,,17,9,18,13,
03856KHSV,2021-03-05T19:48:00Z,,15,10,7,12,
03856KHSV,2021-03-05T19:49:00Z,,17,10,9,12,
03856KHSV,2021-03-05T19:50:00Z,,24,10,30,12,
03856KHSV,2021-03-05T19:51:00Z,,26,10,17,12,
03856KHSV,2021-03-05T19:52:00Z,,28,10,34,15,
03856KHSV,2021-03-05T19:53:00Z,,40,11,37,12,
03856KHSV,2021-03-05T19:54:00Z,,38,10,42,10,
03856KHSV,2021-03-05T19:55:00Z,,26,9,15,10,
03856KHSV,2021-03-05T19:56:00Z,,21,9,13,11,
03856KHSV,2021-03-05T19:57:00Z,,10,9,3,11,
03856KHSV,2021-03-05T19:58:00Z,,360,8,0,10,
03856KHSV,2021-03-05T19:59:00Z,,4,8,22,12,
03856KHSV,2021-03-05T20:00:00Z,,17,10,20,16,
03856KHSV,2021-03-05T20:01:00Z,,20,12,19,15,
03856KHSV,2021-03-05T20:02:00Z,,22,12,22,14,
03856KHSV,2021-03-05T20:03:00Z,,31,11,38,13,
03856KHSV,2021-03-05T20:04:00Z,,28,10,24,14,
03856KHSV,2021-03-05T20:05:00Z,,23,11,22,13,
03856KHSV,2021-03-05T20:06:00Z,,M,,19,12,17
03856KHSV,2021-03-05T20:07:00Z,,15,12,12,14,
03856KHSV,2021-03-05T20:08:00Z,,21,11,17,12,
03856KHSV,2021-03-05T20:09:00Z,,33,10,53,12,
03856KHSV,2021-03-05T20:10:00Z,,29,9,28,10,
03856KHSV,2021-03-05T20:11:00Z,,23,7,27,8,
03856KHSV,2021-03-05T20:12:00Z,,32,7,34,11,
03856KHSV,2021-03-05T20:13:00Z,,37,8,38,11,
03856KHSV,2021-03-05T20:14:00Z,,28,10,24,13,
03856KHSV,2021-03-05T20:15:00Z,,21,11,22,13,
03856KHSV,2021-03-05T20:16:00Z,,23,10,25,12,
03856KHSV,2021-03-05T20:17:00Z,,24,10,12,11,
03856KHSV,2021-03-05T20:18:00Z,,17,9,10,12,
03856KHSV,2021-03-05T20:19:00Z,,M,,17,9,20
03856KHSV,2021-03-05T20:20:00Z,,26,9,22,11,
03856KHSV,2021-03-05T20:21:00Z,,14,10,2,12,
03856KHSV,2021-03-05T20:22:00Z,,357,11,353,14,
03856KHSV,2021-03-05T20:23:00Z,,358,10,354,11,
03856KHSV,2021-03-05T20:24:00Z,,M,,356,10,349
03856KHSV,2021-03-05T20:25:00Z,,M,,353,10,349
03856KHSV,2021-03-05T20:26:00Z,,0.240][D],352,9,353,9
03856KHSV,2021-03-05T20:27:00Z,,0.128],,356,8,1
03856KHSV,2021-03-05T20:28:00Z,,0.093],,6,9,10
03856KHSV,2021-03-05T20:29:00Z,,0.052],,7,9,8
03856KHSV,2021-03-05T20:30:00Z,,0.050],,4,9,7
03856KHSV,2021-03-05T20:31:00Z,,0.050],,2,9,10
03856KHSV,2021-03-05T20:32:00Z,,0.050],,8,11,11
03856KHSV,2021-03-05T20:33:00Z,,0.050],,8,10,8
03856KHSV,2021-03-05T20:34:00Z,0.05,D,359,9,353,14
03856KHSV,2021-03-05T20:35:00Z,0.05,D,351,11,353,14
03856KHSV,2021-03-05T20:36:00Z,0.05,D,351,12,353,13
03856KHSV,2021-03-05T20:37:00Z,0.05,D,358,10,0,10
03856KHSV,2021-03-05T20:38:00Z,0.05,D,4,8,1,10
03856KHSV,2021-03-05T20:39:00Z,0.05,D,359,7,6,8
03856KHSV,2021-03-05T20:40:00Z,0.05,D,354,7,2,10
03856KHSV,2021-03-05T20:41:00Z,0.05,D,356,7,342,9
03856KHSV,2021-03-05T20:42:00Z,0.05,D,350,7,345,11
03856KHSV,2021-03-05T20:43:00Z,0.05,D,352,8,351,10
03856KHSV,2021-03-05T20:44:00Z,0.05,D,2,9,17,13
03856KHSV,2021-03-05T20:45:00Z,0.05,D,11,10,17,13
03856KHSV,2021-03-05T20:46:00Z,0.05,D,19,10,27,12
03856KHSV,2021-03-05T20:47:00Z,0.05,D,13,9,349,10
03856KHSV,2021-03-05T20:48:00Z,0.05,D,2,9,3,11
03856KHSV,2021-03-05T20:49:00Z,0.05,D,351,11,332,15
03856KHSV,2021-03-05T20:50:00Z,0.05,D,352,11,354,14
03856KHSV,2021-03-05T20:51:00Z,0.05,D,4,11,15,14
03856KHSV,2021-03-05T20:52:00Z,0.05,D,10,11,26,12
03856KHSV,2021-03-05T20:53:00Z,0.05,D,11,11,14,14
03856KHSV,2021-03-05T20:54:00Z,0.05,D,14,12,14,14
03856KHSV,2021-03-05T20:55:00Z,0.05,D,28,12,34,13
03856KHSV,2021-03-05T20:56:00Z,0.05,D,37,9,38,10
03856KHSV,2021-03-05T20:57:00Z,0.05,D,27,8,26,10
03856KHSV,2021-03-05T20:58:00Z,0.05,D,7,7,1,9
03856KHSV,2021-03-05T20:59:00Z,0.05,D,354,8,352,13
03856KHSV,2021-03-05T21:00:00Z,0.05,D,350,8,342,9
03856KHSV,2021-03-05T21:01:00Z,0.05,D,351,8,346,11
03856KHSV,2021-03-05T21:02:00Z,0.05,D,353,9,358,10
03856KHSV,2021-03-05T21:03:00Z,0.05,D,353,8,353,11
03856KHSV,2021-03-05T21:04:00Z,0.05,D,354,8,12,10
03856KHSV,2021-03-05T21:05:00Z,0.05,D,360,8,11,9
03856KHSV,2021-03-05T21:06:00Z,0.05,D,7,9,0,14
03856KHSV,2021-03-05T21:07:00Z,0.05,D,11,11,12,16
03856KHSV,2021-03-05T21:08:00Z,0.05,D,12,13,13,15
03856KHSV,2021-03-05T21:09:00Z,0.05,D,14,12,17,14
03856KHSV,2021-03-05T21:10:00Z,0.05,D,11,13,6,15
03856KHSV,2021-03-05T21:11:00Z,0.05,D,7,12,2,15
03856KHSV,2021-03-05T21:12:00Z,0.05,D,8,10,20,10
03856KHSV,2021-03-05T21:13:00Z,0.05,D,6,8,359,9
03856KHSV,2021-03-05T21:14:00Z,0.05,D,7,8,18,10
03856KHSV,2021-03-05T21:15:00Z,0.05,D,8,8,20,11
03856KHSV,2021-03-05T21:16:00Z,0.05,D,3,9,355,14
03856KHSV,2021-03-05T21:17:00Z,0.05,D,357,10,354,14
03856KHSV,2021-03-05T21:18:00Z,0.05,D,358,10,5,13
