aircraft,aircraft_code,engine,power_code,description,power_1,unit_1,power_2,unit_2,power_3,unit_3,interpolation,operation_type
T-38C,M08801,J-85R-GE-5,FM08801051V,APPROACH POWER,95.00,% RPM,"","","","",VARIABLE,FLIGHT
T-38C,M08801,J-85R-GE-5,FM08801041V,CRUISE POWER,91.00,% RPM,"","","","",VARIABLE,FLIGHT
T-38C,M08801,J-85R-GE-5,FM08801031V,TAKEOFF POWER (MIL),98.00,% RPM,"","","","",VARIABLE,FLIGHT
T-38C,M08801,J-85R-GE-5,FM08801011F,AFTERBURNER POWER,100.00,% RPM,"","","","",FIXED,FLIGHT
T-39A,M06901,J60-P-3A,FM06901031V,TAKEOFF POWER,100.00,% RPM,1.94,EPR,"","",VARIABLE,FLIGHT
T-39A,M06901,J60-P-3A,FM06901041V,CRUISE POWER,89.00,% RPM,1.66,EPR,"","",VARIABLE,FLIGHT
T-39A,M06901,J60-P-3A,FM06901051V,APPROACH POWER,79.50,% RPM,1.37,EPR,"","",VARIABLE,FLIGHT
T-41,M07001,O-300-C,FM07001031V,TAKEOFF,100.00,% RPM,"","","","",VARIABLE,FLIGHT
T-41,M07001,O-300-C,FM07001051V,LANDING,30.00,% RPM,"","","","",VARIABLE,FLIGHT
T-42,M07101,IO-470-L,FM07101031V,TAKEOFF,100.00,% RPM,"","","","",VARIABLE,FLIGHT
T-42,M07101,IO-470-L,FM07101051V,LANDING,30.00,% RPM,"","","","",VARIABLE,FLIGHT
T-43A,M07201,JT8D-9A,FM07201031V,TAKEOFF POWER,1.97,EPR,"","","","",VARIABLE,FLIGHT
T-43A,M07201,JT8D-9A,FM07201051V,APPROACH POWER,1.46,EPR,"","","","",VARIABLE,FLIGHT
T-43A,M07201,JT8D-9A,FM07201061V,INTERMEDIATE POWER,1.21,EPR,"","","","",VARIABLE,FLIGHT
T-44,M07301,PT6A-34B,FM07301031V,TAKEOFF,100.00,% RPM,"","","","",VARIABLE,FLIGHT
T-44,M07301,PT6A-34B,FM07301051V,LANDING,30.00,% RPM,"","","","",VARIABLE,FLIGHT
T-45,M07401,F405-RR-401,FM07401031V,TAKEOFF POWER,100.00,% RPM,"","","","",VARIABLE,FLIGHT
T-45,M07401,F405-RR-401,FM07401041V,CRUISE POWER,85.50,% RPM,"","","","",VARIABLE,FLIGHT
T-45,M07401,F405-RR-401,FM07401051P,APPROACH POWER,87.50,% RPM,"","","","",PARALLEL,FLIGHT
TR-1,M07501,J75-P-13,FM07501031V,TAKEOFF POWER,102.00,% RPM,"","","","",VARIABLE,FLIGHT
TR-1,M07501,J75-P-13,FM07501051V,APPROACH POWER,96.50,% RPM,"","","","",VARIABLE,FLIGHT
TR-1,M07501,J75-P-13,FM07501061V,INTERMEDIATE POWER,93.00,% RPM,"","","","",VARIABLE,FLIGHT
U-2,M07601,J75-P-13,FM07601031V,TAKEOFF POWER,102.00,% RPM,"","","","",VARIABLE,FLIGHT
U-2,M07601,J75-P-13,FM07601051V,APPROACH POWER,96.50,% RPM,"","","","",VARIABLE,FLIGHT
U-2,M07601,J75-P-13,FM07601061V,INTERMEDIATE POWER,93.00,% RPM,"","","","",VARIABLE,FLIGHT
U-4B,M07701,GSO-480-A1A6/B1,FM07701031V,TAKEOFF POWER,45.00,IN HG,"","","","",VARIABLE,FLIGHT
U-4B,M07701,GSO-480-A1A6/B1,FM07701051P,APPROACH POWER,24.00,IN HG,"","","","",PARALLEL,FLIGHT
U-4B,M07701,GSO-480-A1A6/B1,FM07701061V,INTERMEDIATE POWER,30.00,IN HG,"","","","",VARIABLE,FLIGHT
U-6,M07801,PT6A-25,FM07801031V,TAKEOFF,100.00,% RPM,"","","","",VARIABLE,FLIGHT
U-6,M07801,PT6A-25,FM07801051V,LANDING,30.00,% RPM,"","","","",VARIABLE,FLIGHT
U-8F,M07901,LYC 480-A1,FM07901031V,TAKEOFF,100.00,% RPM,"","","","",VARIABLE,FLIGHT
U-8F,M07901,LYC 480-A1,FM07901051V,LANDING,30.00,% RPM,"","","","",VARIABLE,FLIGHT
U-21,M08001,PT6A-30,FM08001031V,TAKEOFF,100.00,% RPM,"","","","",VARIABLE,FLIGHT
U-21,M08001,PT6A-30,FM08001051V,LANDING,30.00,% RPM,"","","","",VARIABLE,FLIGHT
YC-14,M08101,CF6-50D,FM08101031V,TAKEOFF POWER,110.00,% NF,"","","","",VARIABLE,FLIGHT
YC-14,M08101,CF6-50D,FM08101051V,APPROACH POWER,60.00,% NF,"","","","",VARIABLE,FLIGHT
YC-14,M08101,CF6-50D,FM08101131V,TRAFFIC PATTERN,76.00,% NF,"","","","",VARIABLE,FLIGHT
YC-14,M08101,CF6-50D,FM08101151P,STOL TAKEOFF,106.00,% NF,"","","","",PARALLEL,FLIGHT
YC-14,M08101,CF6-50D,FM08101161P,STOL APPROACH,62.00,% NF,"","","","",PARALLEL,FLIGHT
YC-15,M08201,"JT8D-17, -209",FM08201031V,TAKEOFF POWER,2.25,EPR,99.00,% NF,96.00,% NC,VARIABLE,FLIGHT
YC-15,M08201,"JT8D-17, -209",FM08201051V,APPROACH POWER,1.56,EPR,89.00,% NF,86.00,% NC,VARIABLE,FLIGHT
YC-15,M08201,"JT8D-17, -209",FM08201131V,TRAFFIC PATTERN,1.45,EPR,77.00,% NF,85.00,% NC,VARIABLE,FLIGHT
YC-15,M08201,"JT8D-17, -209",FM08201151P,STOL TAKEOFF,2.23,EPR,98.50,% NF,95.30,% NC,PARALLEL,FLIGHT
YC-15,M08201,"JT8D-17, -209",FM08201161P,STOL APPROACH,1.55,EPR,88.50,% NF,85.30,% NC,PARALLEL,FLIGHT
E-2C,M08401,T56-A-427,FM08401031V,TAKEOFF POWER,5100.00,ISHP,2250.00,LBS/HR,785.00,C TMT,VARIABLE,FLIGHT
E-2C,M08401,T56-A-427,FM08401041V,CRUISE POWER,3500.00,ISHP,1700.00,LBS/HR,645.00,C TMT,VARIABLE,FLIGHT
E-2C,M08401,T56-A-427,FM08401051V,APPROACH POWER,1350.00,ISHP,1030.00,LBS/HR,460.00,C TMT,VARIABLE,FLIGHT
E-2C,M08401,T56-A-427,FM08401061V,INTERMEDIATE POWER,4000.00,ISHP,1865.00,LBS/HR,690.00,C TMT,VARIABLE,FLIGHT
E-2C,M08401,T56-A-427,FM08401131V,TRAFFIC PATTERN,1500.00,ISHP,1060.00,LBS/HR,466.00,C TMT,VARIABLE,FLIGHT
F-22,M08501,F119-PW-100,FM08501011F,A/B EST POWER,150.00,% ETR,"","","","",FIXED,FLIGHT
F-22,M08501,F119-PW-100,FM08501051V,APPROACH POWER,43.00,% ETR,"","","","",VARIABLE,FLIGHT
F-22,M08501,F119-PW-100,FM08501131V,TRAFFIC PATTERN,33.00,% ETR,"","","","",VARIABLE,FLIGHT
F-22,M08501,F119-PW-100,FM08501351V,MIN POWER,30.50,% ETR,"","","","",VARIABLE,FLIGHT
F-22,M08501,F119-PW-100,FM08501361V,MIL POWER,100.00,% ETR,"","","","",VARIABLE,FLIGHT
X-35,M08601,JSF119-PW-611,FM08601331V,FLIGHT IDLE POWER,31.00,% ETR,"","","","",VARIABLE,FLIGHT
X-35,M08601,JSF119-PW-611,FM08601051P,APPROACH POWER,51.00,% ETR,"","","","",PARALLEL,FLIGHT
X-35,M08601,JSF119-PW-611,FM08601031V,TAKEOFF POWER,99.00,% ETR,"","","","",VARIABLE,FLIGHT
X-35,M08601,JSF119-PW-611,FM08601011F,A/B EST POWER,150.00,% ETR,"","","","",FIXED,FLIGHT
F-35AA,M08901,F-135PP,FM08901031V,TAKEOFF POWER,100.00,% ETR,"","","","",VARIABLE,FLIGHT
F-35AA,M08901,F-135PP,FM08901011F,AFTERBURNER POWER,150.00,% ETR,"","","","",FIXED,FLIGHT
F-35AA,M08901,F-135PP,FM08901061V,INTERMEDIATE POWER,75.00,% ETR,"","","","",VARIABLE,FLIGHT
F-35AA,M08901,F-135PP,FM08901051P,APPROACH POWER,48.50,% ETR,"","","","",PARALLEL,FLIGHT
F-35AA,M08901,F-135PP,FM08901041V,CRUISE POWER,50.00,% ETR,"","","","",VARIABLE,FLIGHT
F-35AA,M08901,F-135PP,FM08901331V,FLIGHT IDLE POWER,31.50,% ETR,"","","","",VARIABLE,FLIGHT
T-6,M08701,PT6A-68,FM08701031V,TAKEOFF POWER,100.00,% Torque,"","","","",VARIABLE,FLIGHT
T-6,M08701,PT6A-68,FM08701051P,APPROACH POWER,35.00,% Torque,"","","","",PARALLEL,FLIGHT
T-6,M08701,PT6A-68,FM08701041V,CRUISE POWER,55.00,% Torque,"","","","",VARIABLE,FLIGHT
PHANTOM,M45001,Spey Mk 202,FM45001011F,AFTERBURNER POWER,100.00,% RPM,"","","","",FIXED,FLIGHT
PHANTOM,M45001,Spey Mk 202,FM45001041V,CRUISE POWER,85.00,% RPM,"","","","",VARIABLE,FLIGHT
PHANTOM,M45001,Spey Mk 202,FM45001051P,APPROACH POWER,90.00,% RPM,"","","","",PARALLEL,FLIGHT
PHANTOM,M45001,Spey Mk 202,FM45001061V,INTERMEDIATE POWER,94.00,% RPM,"","","","",VARIABLE,FLIGHT
PHANTOM,M45001,Spey Mk 202,FM45001131V,TRAFFIC PATTERN,87.00,% RPM,"","","","",VARIABLE,FLIGHT
PHANTOM,M45001,Spey Mk 202,FM45001141V,INTER. POWER (MIL),98.00,% RPM,"","","","",VARIABLE,FLIGHT
TORNADO,M45101,RB.199-34R-04,FM45101011F,AFTERBURNER POWER,100.00,% RPM,"","","","",FIXED,FLIGHT
TORNADO,M45101,RB.199-34R-04,FM45101041V,CRUISE POWER,89.00,% RPM,"","","","",VARIABLE,FLIGHT
TORNADO,M45101,RB.199-34R-04,FM45101051V,APPROACH POWER,82.50,% RPM,"","","","",VARIABLE,FLIGHT
TORNADO,M45101,RB.199-34R-04,FM45101031V,TAKEOFF POWER,96.00,% RPM,"","","","",VARIABLE,FLIGHT
JAGUAR,M45201,Turbomeca Adour,FM45201011F,AFTERBURNER POWER,100.00,% RPM,"","","","",FIXED,FLIGHT
JAGUAR,M45201,Turbomeca Adour,FM45201041V,CRUISE POWER,95.00,% RPM,"","","","",VARIABLE,FLIGHT
JAGUAR,M45201,Turbomeca Adour,FM45201051P,APPROACH POWER,95.00,% RPM,"","","","",PARALLEL,FLIGHT
JAGUAR,M45201,Turbomeca Adour,FM45201131V,TRAFFIC PATTERN,90.00,% RPM,"","","","",VARIABLE,FLIGHT
JAGUAR,M45201,Turbomeca Adour,FM45201031V,TAKEOFF POWER,100.00,% RPM,"","","","",VARIABLE,FLIGHT
LIGHTNING,M45301,Avon 302C,FM45301011F,AFTERBURNER POWER,100.00,% RPM,"","","","",FIXED,FLIGHT
LIGHTNING,M45301,Avon 302C,FM45301041V,CRUISE POWER,82.00,% RPM,"","","","",VARIABLE,FLIGHT
LIGHTNING,M45301,Avon 302C,FM45301051V,APPROACH POWER,91.00,% RPM,"","","","",VARIABLE,FLIGHT
LIGHTNING,M45301,Avon 302C,FM45301131V,TRAFFIC PATTERN,90.00,% RPM,"","","","",VARIABLE,FLIGHT
LIGHTNING,M45301,Avon 302C,FM45301141V,INTER. POWER (MIL),100.00,% RPM,"","","","",VARIABLE,FLIGHT
BUCCANEER,M45401,Spey Turbojets,FM45401031V,TAKEOFF POWER,95.00,% RPM,"","","","",VARIABLE,FLIGHT
BUCCANEER,M45401,Spey Turbojets,FM45401041V,CRUISE POWER,88.00,% RPM,"","","","",VARIABLE,FLIGHT
BUCCANEER,M45401,Spey Turbojets,FM45401051V,APPROACH POWER,89.00,% RPM,"","","","",VARIABLE,FLIGHT
BUCCANEER,M45401,Spey Turbojets,FM45401131V,TRAFFIC PATTERN,85.00,% RPM,"","","","",VARIABLE,FLIGHT
HARRIER,M45501,Pegasus,FM45501031V,TAKEOFF POWER,95.50,% RPM,"","","","",VARIABLE,FLIGHT
HARRIER,M45501,Pegasus,FM45501041V,CRUISE POWER,85.00,% RPM,"","","","",VARIABLE,FLIGHT
HARRIER,M45501,Pegasus,FM45501051V,APPROACH POWER,65.00,% RPM,"","","","",VARIABLE,FLIGHT
HUNTER,M45601,Avon Turbojet,FM45601031V,TAKEOFF POWER,98.00,% RPM,"","","","",VARIABLE,FLIGHT
HUNTER,M45601,Avon Turbojet,FM45601041V,CRUISE POWER,88.00,% RPM,"","","","",VARIABLE,FLIGHT
HUNTER,M45601,Avon Turbojet,FM45601051V,APPROACH POWER,83.00,% RPM,"","","","",VARIABLE,FLIGHT
HUNTER,M45601,Avon Turbojet,FM45601141V,INTER. POWER (MIL),99.00,% RPM,"","","","",VARIABLE,FLIGHT
VICTOR,M45701,Conway Turbofans,FM45701031V,TAKEOFF POWER,103.00,% RPM,"","","","",VARIABLE,FLIGHT
VICTOR,M45701,Conway Turbofans,FM45701041V,CRUISE POWER,94.00,% RPM,"","","","",VARIABLE,FLIGHT
VICTOR,M45701,Conway Turbofans,FM45701051P,APPROACH POWER,83.00,% RPM,"","","","",PARALLEL,FLIGHT
VICTOR,M45701,Conway Turbofans,FM45701131V,TRAFFIC PATTERN,83.00,% RPM,"","","","",VARIABLE,FLIGHT
VULCAN,M45801,Olympus 301,FM45801031V,TAKEOFF POWER,100.00,% RPM,"","","","",VARIABLE,FLIGHT
VULCAN,M45801,Olympus 301,FM45801041V,CRUISE POWER,70.00,% RPM,"","","","",VARIABLE,FLIGHT
VULCAN,M45801,Olympus 301,FM45801051V,APPROACH POWER,80.00,% RPM,"","","","",VARIABLE,FLIGHT
VULCAN,M45801,Olympus 301,FM45801061V,INTERMEDIATE POWER,65.00,% RPM,"","","","",VARIABLE,FLIGHT
VULCAN,M45801,Olympus 301,FM45801131P,TRAFFIC PATTERN,65.00,% RPM,"","","","",PARALLEL,FLIGHT
NIMROD,M45901,Spey Mk 511-5W,FM45901031V,TAKEOFF POWER,100.00,% RPM,"","","","",VARIABLE,FLIGHT
NIMROD,M45901,Spey Mk 511-5W,FM45901041V,CRUISE POWER,80.00,% RPM,"","","","",VARIABLE,FLIGHT
NIMROD,M45901,Spey Mk 511-5W,FM45901051V,APPROACH POWER,85.00,% RPM,"","","","",VARIABLE,FLIGHT
NIMROD,M45901,Spey Mk 511-5W,FM45901131V,TRAFFIC PATTERN,84.00,% RPM,"","","","",VARIABLE,FLIGHT
NIMROD,M45901,Spey Mk 511-5W,FM45901141V,INTER. POWER (MIL),94.50,% RPM,"","","","",VARIABLE,FLIGHT
VC10,M46001,Conway Turbofans,FM46001031V,TAKEOFF POWER,100.00,% RPM,"","","","",VARIABLE,FLIGHT
VC10,M46001,Conway Turbofans,FM46001041V,CRUISE POWER,88.00,% RPM,"","","","",VARIABLE,FLIGHT
VC10,M46001,Conway Turbofans,FM46001051V,APPROACH POWER,85.00,% RPM,"","","","",VARIABLE,FLIGHT
VC10,M46001,Conway Turbofans,FM46001131P,TRAFFIC PATTERN,84.00,% RPM,"","","","",PARALLEL,FLIGHT
VC10,M46001,Conway Turbofans,FM46001141V,INTER. POWER (MIL),93.00,% RPM,"","","","",VARIABLE,FLIGHT
HAWK,M46101,RR Adour,FM46101031V,TAKEOFF POWER,102.00,% RPM,"","","","",VARIABLE,FLIGHT
HAWK,M46101,RR Adour,FM46101041V,CRUISE POWER,85.00,% RPM,"","","","",VARIABLE,FLIGHT
HAWK,M46101,RR Adour,FM46101051P,APPROACH POWER,78.00,% RPM,"","","","",PARALLEL,FLIGHT
HAWK,M46101,RR Adour,FM46101131V,TRAFFIC PATTERN,79.00,% RPM,"","","","",VARIABLE,FLIGHT
PROVOST,M46201,Viper 202,FM46201031V,TAKEOFF POWER,100.00,% RPM,"","","","",VARIABLE,FLIGHT
PROVOST,M46201,Viper 202,FM46201041V,CRUISE POWER,85.00,% RPM,"","","","",VARIABLE,FLIGHT
PROVOST,M46201,Viper 202,FM46201051V,APPROACH POWER,76.00,% RPM,"","","","",VARIABLE,FLIGHT
PROVOST,M46201,Viper 202,FM46201131V,TRAFFIC PATTERN,75.00,% RPM,"","","","",VARIABLE,FLIGHT
DOMINIE,M46301,Viper 521 Turbojet,FM46301031V,TAKEOFF POWER,100.00,% RPM,"","","","",VARIABLE,FLIGHT
DOMINIE,M46301,Viper 521 Turbojet,FM46301041P,CRUISE POWER,78.00,% RPM,"","","","",PARALLEL,FLIGHT
DOMINIE,M46301,Viper 521 Turbojet,FM46301051P,APPROACH POWER,83.00,% RPM,"","","","",PARALLEL,FLIGHT
DOMINIE,M46301,Viper 521 Turbojet,FM46301131V,TRAFFIC PATTERN,83.00,% RPM,"","","","",VARIABLE,FLIGHT
CANBERRA,M46401,Avon Turbojet,FM46401031V,TAKEOFF POWER,100.00,% RPM,"","","","",VARIABLE,FLIGHT
CANBERRA,M46401,Avon Turbojet,FM46401041V,CRUISE POWER,87.00,% RPM,"","","","",VARIABLE,FLIGHT
CANBERRA,M46401,Avon Turbojet,FM46401051P,APPROACH POWER,80.00,% RPM,"","","","",PARALLEL,FLIGHT
CANBERRA,M46401,Avon Turbojet,FM46401131V,TRAFFIC PATTERN,80.00,% RPM,"","","","",VARIABLE,FLIGHT
HS748,M46501,Dart 7 Mk 535,FM46501031V,TAKEOFF POWER,100.00,% RPM,"","","","",VARIABLE,FLIGHT
HS748,M46501,Dart 7 Mk 535,FM46501041V,CRUISE POWER,71.50,% RPM,"","","","",VARIABLE,FLIGHT
HS748,M46501,Dart 7 Mk 535,FM46501051P,APPROACH POWER,71.00,% RPM,"","","","",PARALLEL,FLIGHT
HS748,M46501,Dart 7 Mk 535,FM46501141V,INTER. POWER (MIL),96.50,% RPM,"","","","",VARIABLE,FLIGHT
HH-53,M60301,T64-GE-7,FM60301011F,FLT AT 100 KTS,100.00,% RPM,"","","","",FIXED,FLIGHT
UH-1N,M60401,PT6T-3B Twin Pac,FM60401011F,FLT AT 80 KTS,100.00,% RPM,"","","","",FIXED,FLIGHT
CH-3C,M60501,T58-GE-8B,FM60501011F,FLT AT 60 KTS,100.00,% RPM,"","","","",FIXED,FLIGHT
CH-3C,M60501,T58-GE-8B,FM60501021F,FLT AT 100 KTS,100.10,% RPM,"","","","",FIXED,FLIGHT
CH-54B,M60601,JFTD-12A-5A,FM60601011F,FLT AT 60 KTS,100.00,% RPM,"","","","",FIXED,FLIGHT
CH-54B,M60601,JFTD-12A-5A,FM60601021F,FLT AT 80 KTS,100.10,% RPM,"","","","",FIXED,FLIGHT
CH-47C,M60701,T55-L-11,FM60701011F,FLT AT 100 KTS,100.00,% RPM,"","","","",FIXED,FLIGHT
UH-13,M60801,TVO-435-G1A,FM60801011F,FLT AT 50 KTS,100.00,% RPM,"","","","",FIXED,FLIGHT
TH-55A,M60901,HIO-360-DIA,FM60901011F,FLT AT 80 KTS,100.00,% RPM,"","","","",FIXED,FLIGHT
OH-6A,M61001,ALL-250-C20A,FM61001011F,FLT AT 90 KTS,100.00,% RPM,"","","","",FIXED,FLIGHT
AH-1G,M61101,T53-L-13,FM61101641F,LFO LITE 100 KTS,100.00,KNOTS,"","","","",FIXED,FLIGHT
AH-1G,M61101,T53-L-13,FM61101775F,LND LITE 40 KTS,40.00,KNOTS,"","","","",FIXED,FLIGHT
AH64,M61201,T700-GE-701,FM61201601F,LFO LITE 40 KTS,40.00,KNOTS,"","","","",FIXED,FLIGHT
AH64,M61201,T700-GE-701,FM61201611F,LFO LITE 70 KTS,70.00,KNOTS,"","","","",FIXED,FLIGHT
AH64,M61201,T700-GE-701,FM61201641F,LFO LITE 100 KTS,100.00,KNOTS,"","","","",FIXED,FLIGHT
AH64,M61201,T700-GE-701,FM61201671F,LFO LITE 130 KTS,130.00,KNOTS,"","","","",FIXED,FLIGHT
AH64,M61201,T700-GE-701,FM61201701F,LFO LITE 150 KTS,150.00,KNOTS,"","","","",FIXED,FLIGHT
AH64,M61201,T700-GE-701,FM61201775F,LND LITE 40 KTS,40.10,KNOTS,"","","","",FIXED,FLIGHT
AH64,M61201,T700-GE-701,FM61201834F,TKF LITE 40 KTS,40.20,KNOTS,"","","","",FIXED,FLIGHT
OH58,M61401,Allison 250,FM61401631F,LFO LITE 80 KTS,80.00,KNOTS,"","","","",FIXED,FLIGHT
OH58,M61401,Allison 250,FM61401775F,LND LITE 40 KTS,40.00,KNOTS,"","","","",FIXED,FLIGHT
OH58D,M61501,Allison 250 C30R,FM61501601F,LFO LITE 40 KTS,40.00,KNOTS,"","","","",FIXED,FLIGHT
OH58D,M61501,Allison 250 C30R,FM61501611F,LFO LITE 70 KTS,70.00,KNOTS,"","","","",FIXED,FLIGHT
OH58D,M61501,Allison 250 C30R,FM61501641F,LFO LITE 100 KTS,100.00,KNOTS,"","","","",FIXED,FLIGHT
OH58D,M61501,Allison 250 C30R,FM61501661F,LFO LITE 120 KTS,120.00,KNOTS,"","","","",FIXED,FLIGHT
OH58D,M61501,Allison 250 C30R,FM61501775F,LND LITE 40 KTS,40.10,KNOTS,"","","","",FIXED,FLIGHT
OH58D,M61501,Allison 250 C30R,FM61501834F,TKF LITE 40 KTS,40.20,KNOTS,"","","","",FIXED,FLIGHT
TH55,M61601,Lycoming Piston,FM61601631F,LFO LITE 80 KTS,80.00,KNOTS,"","","","",FIXED,FLIGHT
TH55,M61601,Lycoming Piston,FM61601775F,LND LITE 40 KTS,40.00,KNOTS,"","","","",FIXED,FLIGHT
CH47B,M61901,T55 Turboshafts,FM61901641F,LFO LITE 100 KTS,100.00,KNOTS,"","","","",FIXED,FLIGHT
CH47B,M61901,T55 Turboshafts,FM61901731F,LFO LOAD 100 KTS,100.10,KNOTS,"","","","",FIXED,FLIGHT
CH47B,M61901,T55 Turboshafts,FM61901775F,LND LITE 40 KTS,40.00,KNOTS,"","","","",FIXED,FLIGHT
CH47B,M61901,T55 Turboshafts,FM61901805F,LND LOAD 40 KTS,40.10,KNOTS,"","","","",FIXED,FLIGHT
CH47D,M62001,T55-L-712,FM62001601F,LFO LITE 40 KTS,40.00,KNOTS,"","","","",FIXED,FLIGHT
CH47D,M62001,T55-L-712,FM62001611F,LFO LITE 70 KTS,70.00,KNOTS,"","","","",FIXED,FLIGHT
CH47D,M62001,T55-L-712,FM62001641F,LFO LITE 100 KTS,100.00,KNOTS,"","","","",FIXED,FLIGHT
CH47D,M62001,T55-L-712,FM62001671F,LFO LITE 130 KTS,130.00,KNOTS,"","","","",FIXED,FLIGHT
CH47D,M62001,T55-L-712,FM62001681F,LFO LITE 135 KTS,135.00,KNOTS,"","","","",FIXED,FLIGHT
CH47D,M62001,T55-L-712,FM62001711F,LFO LOAD 40 KTS,40.10,KNOTS,"","","","",FIXED,FLIGHT
CH47D,M62001,T55-L-712,FM62001721F,LFO LOAD 70 KTS,70.10,KNOTS,"","","","",FIXED,FLIGHT
CH47D,M62001,T55-L-712,FM62001731F,LFO LOAD 100 KTS,100.10,KNOTS,"","","","",FIXED,FLIGHT
CH47D,M62001,T55-L-712,FM62001741F,LFO LOAD 120 KTS,120.00,KNOTS,"","","","",FIXED,FLIGHT
CH47D,M62001,T55-L-712,FM62001785F,LND LITE 70 KTS,70.20,KNOTS,"","","","",FIXED,FLIGHT
CH47D,M62001,T55-L-712,FM62001815F,LND LOAD 70 KTS,70.30,KNOTS,"","","","",FIXED,FLIGHT
CH47D,M62001,T55-L-712,FM62001844F,TKF LITE 70 KTS,70.40,KNOTS,"","","","",FIXED,FLIGHT
CH47D,M62001,T55-L-712,FM62001864F,TKF LOAD 70 KTS,70.50,KNOTS,"","","","",FIXED,FLIGHT
UH60A,M62101,T700-CE-700,FM62101601F,LFO LITE 40 KTS,40.00,KNOTS,"","","","",FIXED,FLIGHT
UH60A,M62101,T700-CE-700,FM62101611F,LFO LITE 70 KTS,70.00,KNOTS,"","","","",FIXED,FLIGHT
UH60A,M62101,T700-CE-700,FM62101641F,LFO LITE 100 KTS,100.00,KNOTS,"","","","",FIXED,FLIGHT
UH60A,M62101,T700-CE-700,FM62101691F,LFO LITE 140 KTS,140.00,KNOTS,"","","","",FIXED,FLIGHT
UH60A,M62101,T700-CE-700,FM62101721F,LFO LOAD 70 KTS,70.10,KNOTS,"","","","",FIXED,FLIGHT
UH60A,M62101,T700-CE-700,FM62101731F,LFO LOAD 100 KTS,100.10,KNOTS,"","","","",FIXED,FLIGHT
UH60A,M62101,T700-CE-700,FM62101741F,LFO LOAD 120 KTS,120.00,KNOTS,"","","","",FIXED,FLIGHT
UH60A,M62101,T700-CE-700,FM62101751F,LFO LOAD 140 KTS,140.10,KNOTS,"","","","",FIXED,FLIGHT
UH60A,M62101,T700-CE-700,FM62101765F,LND LITE 40 KTS,40.10,KNOTS,"","","","",FIXED,FLIGHT
UH60A,M62101,T700-CE-700,FM62101795F,LND LOAD 40 KTS,40.20,KNOTS,"","","","",FIXED,FLIGHT
UH60A,M62101,T700-CE-700,FM62101824F,TKF LITE 40 KTS,40.30,KNOTS,"","","","",FIXED,FLIGHT
UH60A,M62101,T700-CE-700,FM62101854F,TKF LOAD 40 KTS,40.40,KNOTS,"","","","",FIXED,FLIGHT
CH-53E,M62201,T64-GE-416A,FM62201041F,CRUISE 120 KTS,68.00,%Q-BPA,100.10,% NR,"","",FIXED,FLIGHT
CH-53E,M62201,T64-GE-416A,FM62201251F,LEVEL (LPA) 80 KTS,56.00,%Q-BPA,100.00,% NR,"","",FIXED,FLIGHT
CH-53E,M62201,T64-GE-416A,FM62201261F,LEVEL (HPA) 150 KTS,90.00,%Q-BPA,100.20,% NR,"","",FIXED,FLIGHT
CH-53E,M62201,T64-GE-416A,FM62201271F,MAX POWER 150 KTS,90.10,%Q-BPA,100.30,% NR,"","",FIXED,FLIGHT
CH-46E,M62301,T58-GE-16,FM62301041F,CRUISE 110 KTS,79.00,%Q-BPA,730.00,C T5,100.10,% NR,FIXED,FLIGHT
CH-46E,M62301,T58-GE-16,FM62301251F,LEVEL (LPA) 70 KTS,86.00,%Q-BPA,710.00,C T5,100.00,% NR,FIXED,FLIGHT
CH-46E,M62301,T58-GE-16,FM62301261F,LEVEL (HPA) 130 KTS,94.00,%Q-BPA,815.00,C T5,100.20,% NR,FIXED,FLIGHT
CH-46E,M62301,T58-GE-16,FM62301271F,MAX POWER 150 KTS,98.00,%Q-BPA,800.00,C T5,100.30,% NR,FIXED,FLIGHT
ASTAR SA350D,M65101,LTS 101-600A,FM65101034F,TAKEOFF 63 KTS,63.10,KNOTS,"","","","",FIXED,FLIGHT
ASTAR SA350D,M65101,LTS 101-600A,FM65101055F,APPROACH 63 KTS,63.00,KNOTS,"","","","",FIXED,FLIGHT
ASTAR SA350D,M65101,LTS 101-600A,FM65101241F,FLYOVER 116 KTS,116.00,KNOTS,"","","","",FIXED,FLIGHT
DAUPHIN SA365N,M65201,Arriel 1C,FM65201034F,TAKEOFF 74 KTS,74.00,KNOTS,"","","","",FIXED,FLIGHT
DAUPHIN SA365N,M65201,Arriel 1C,FM65201055F,APPROACH 75 KTS,75.00,KNOTS,"","","","",FIXED,FLIGHT
DAUPHIN SA365N,M65201,Arriel 1C,FM65201241F,FLYOVER 120 KTS,120.00,KNOTS,"","","","",FIXED,FLIGHT
GAZELLE SA341G,M65301,Astazou Turboshaft,FM65301034F,TAKEOFF 64 KTS,64.00,KNOTS,"","","","",FIXED,FLIGHT
GAZELLE SA341G,M65301,Astazou Turboshaft,FM65301055F,APPROACH 65 KTS,65.00,KNOTS,"","","","",FIXED,FLIGHT
GAZELLE SA341G,M65301,Astazou Turboshaft,FM65301241F,FLYOVER 128 KTS,128.00,KNOTS,"","","","",FIXED,FLIGHT
PUMA SA330J,M65401,Turmo 4C,FM65401034F,TAKEOFF 69 KTS,69.00,KNOTS,"","","","",FIXED,FLIGHT
PUMA SA330J,M65401,Turmo 4C,FM65401055F,APPROACH 70 KTS,70.00,KNOTS,"","","","",FIXED,FLIGHT
