station,time,2min avg wind dir (deg),2min avg wind speed (kts),5sec avg wind dir (deg),5sec avg wind speed (kts),Precipitation,Amount (1/100 inch),Pressure 1 (inches Hg),Pressure 2 (inches Hg),Pressure 3 (inches Hg),Dry bulb temp,Dew point temp
03131KMYF,2021-01-01T08:00:00Z,85,1,80,2,NP,.00,29.495,29.495,29.495,46,41
03131KMYF,2021-01-01T08:01:00Z,89,1,81,2,NP,.00,29.495,29.495,29.495,47,41
03131KMYF,2021-01-01T08:02:00Z,84,2,75,2,NP,.00,29.495,29.495,29.496,47,41
03131KMYF,2021-01-01T08:03:00Z,91,1,87,1,NP,.00,29.495,29.495,29.496,47,41
03131KMYF,2021-01-01T08:04:00Z,100,1,115,1,NP,.00,29.495,29.495,29.496,47,41
03131KMYF,2021-01-01T08:05:00Z,105,1,103,2,NP,.00,29.496,29.496,29.497,47,41
03131KMYF,2021-01-01T08:06:00Z,106,2,92,3,NP,.00,29.497,29.497,29.498,47,42
03131KMYF,2021-01-01T08:07:00Z,90,3,76,5,NP,.00,29.498,29.498,29.499,47,41
03131KMYF,2021-01-01T08:08:00Z,77,4,73,5,NP,.00,29.497,29.497,29.498,46,41
03131KMYF,2021-01-01T08:09:00Z,81,4,77,4,NP,.00,29.495,29.495,29.496,46,40
03131KMYF,2021-01-01T08:10:00Z,98,3,107,4,NP,.00,29.494,29.494,29.495,47,41
03131KMYF,2021-01-01T08:11:00Z,112,3,113,4,?1,.00,29.494,29.494,29.495,46,41
03131KMYF,2021-01-01T08:12:00Z,106,4,93,5,?1,.00,29.495,29.495,29.496,45,41
03131KMYF,2021-01-01T08:13:00Z,85,5,73,7,?1,.00,29.495,29.495,29.496,46,41
03131KMYF,2021-01-01T08:14:00Z,77,5,76,6,?1,.00,29.494,29.494,29.495,45,40
03131KMYF,2021-01-01T08:15:00Z,85,3,87,3,?1,.00,29.493,29.493,29.494,46,40
03131KMYF,2021-01-01T08:16:00Z,114,1,94,1,NP,.00,29.493,29.493,29.494,46,41
03131KMYF,2021-01-01T08:17:00Z,206,1,244,3,NP,.00,29.494,29.494,29.495,45,40
03131KMYF,2021-01-01T08:18:00Z,234,2,249,3,?1,.00,29.495,29.495,29.496,45,40
03131KMYF,2021-01-01T08:19:00Z,173,1,193,1,?1,.00,29.495,29.495,29.496,46,41
03131KMYF,2021-01-01T08:20:00Z,141,1,153,1,?1,.00,29.494,29.494,29.495,46,41
03131KMYF,2021-01-01T08:21:00Z,207,1,287,1,NP,.00,29.495,29.495,29.495,47,41
03131KMYF,2021-01-01T08:22:00Z,255,0,263,1,NP,.00,29.495,29.495,29.496,47,41
03131KMYF,2021-01-01T08:23:00Z,196,0,35,1,NP,.00,29.496,29.496,29.497,47,41
03131KMYF,2021-01-01T08:24:00Z,113,0,115,1,NP,.00,29.496,29.496,29.497,47,41
03131KMYF,2021-01-01T08:25:00Z,110,1,137,1,NP,.00,29.496,29.496,29.497,47,41
03131KMYF,2021-01-01T08:26:00Z,133,1,145,1,NP,.00,29.497,29.497,29.498,47,41
03131KMYF,2021-01-01T08:27:00Z,129,1,142,1,NP,.00,29.497,29.497,29.498,47,42
03131KMYF,2021-01-01T08:28:00Z,114,1,84,1,NP,.00,29.497,29.497,29.497,47,42
03131KMYF,2021-01-01T08:29:00Z,167,0,300,1,NP,.00,29.497,29.497,29.498,47,42
03131KMYF,2021-01-01T08:30:00Z,290,0,351,1,NP,.00,29.497,29.497,29.498,47,41
03131KMYF,2021-01-01T08:31:00Z,356,1,6,1,NP,.00,29.496,29.496,29.497,48,41
03131KMYF,2021-01-01T08:32:00Z,333,1,274,1,NP,.00,29.495,29.495,29.496,48,42
03131KMYF,2021-01-01T08:33:00Z,288,2,269,3,NP,.00,29.495,29.495,29.496,48,41
03131KMYF,2021-01-01T08:34:00Z,269,2,269,3,NP,.00,29.495,29.495,29.496,48,41
03131KMYF,2021-01-01T08:35:00Z,269,2,269,2,NP,.00,29.496,29.496,29.497,47,41
03131KMYF,2021-01-01T08:36:00Z,288,1,289,1,?1,.00,29.497,29.497,29.497,47,41
03131KMYF,2021-01-01T08:37:00Z,314,1,334,1,NP,.00,29.497,29.497,29.497,47,42
03131KMYF,2021-01-01T08:38:00Z,311,0,10,1,NP,.00,29.496,29.496,29.497,47,41
03131KMYF,2021-01-01T08:39:00Z,274,0,277,1,NP,.00,29.496,29.496,29.497,47,41
03131KMYF,2021-01-01T08:40:00Z,275,0,293,1,NP,.00,29.496,29.496,29.497,47,41
03131KMYF,2021-01-01T08:41:00Z,294,1,290,1,NP,.00,29.497,29.497,29.498,47,41
03131KMYF,2021-01-01T08:42:00Z,286,1,269,1,NP,.00,29.498,29.498,29.499,47,41
03131KMYF,2021-01-01T08:43:00Z,271,1,270,1,NP,.00,29.498,29.498,29.499,47,42
03131KMYF,2021-01-01T08:44:00Z,251,1,252,1,NP,.00,29.498,29.498,29.499,47,42
03131KMYF,2021-01-01T08:45:00Z,228,1,221,1,NP,.00,29.497,29.498,29.498,47,42
03131KMYF,2021-01-01T08:46:00Z,228,1,257,1,NP,.00,29.497,29.497,29.498,47,41
03131KMYF,2021-01-01T08:47:00Z,259,1,287,1,NP,.00,29.497,29.497,29.498,47,41
03131KMYF,2021-01-01T08:48:00Z,287,1,324,1,NP,.00,29.497,29.497,29.498,47,41
03131KMYF,2021-01-01T08:49:00Z,318,1,346,1,NP,.00,29.497,29.497,29.498,47,41
03131KMYF,2021-01-01T08:50:00Z,348,2,358,2,NP,.00,29.497,29.497,29.498,47,41
03131KMYF,2021-01-01T08:51:00Z,1,2,4,2,NP,.00,29.496,29.496,29.497,47,41
03131KMYF,2021-01-01T08:52:00Z,10,2,14,2,NP,.00,29.495,29.495,29.496,46,41
03131KMYF,2021-01-01T08:53:00Z,15,2,17,2,NP,.00,29.495,29.495,29.496,46,41
03131KMYF,2021-01-01T08:54:00Z,10,2,7,2,NP,.00,29.495,29.495,29.495,45,41
03131KMYF,2021-01-01T08:55:00Z,3,1,3,2,NP,.00,29.495,29.495,29.496,44,40
03131KMYF,2021-01-01T08:56:00Z,358,1,358,1,NP,.00,29.495,29.495,29.496,45,40
03131KMYF,2021-01-01T08:57:00Z,355,0,357,1,NP,.00,29.495,29.495,29.496,45,40
03131KMYF,2021-01-01T08:58:00Z,9,0,32,1,NP,.00,29.495,29.495,29.496,45,40
03131KMYF,2021-01-01T08:59:00Z,25,0,29,0,NP,.00,29.495,29.495,29.496,45,40
03131KMYF,2021-01-01T09:00:00Z,56,0,81,1,NP,.00,29.494,29.494,29.495,45,40
03131KMYF,2021-01-01T09:01:00Z,149,0,224,1,NP,.00,29.494,29.494,29.495,45,40
03131KMYF,2021-01-01T09:02:00Z,211,1,202,2,NP,.00,29.494,29.494,29.495,45,40
03131KMYF,2021-01-01T09:03:00Z,204,2,200,2,NP,.00,29.493,29.493,29.494,45,40
03131KMYF,2021-01-01T09:04:00Z,193,2,179,2,NP,.00,29.493,29.493,29.494,46,40
03131KMYF,2021-01-01T09:05:00Z,168,2,135,2,NP,.00,29.494,29.494,29.495,46,41
03131KMYF,2021-01-01T09:06:00Z,138,2,125,3,NP,.00,29.493,29.493,29.494,46,41
03131KMYF,2021-01-01T09:07:00Z,126,3,126,4,NP,.00,29.493,29.493,29.494,46,41
03131KMYF,2021-01-01T09:08:00Z,126,4,127,4,NP,.00,29.492,29.492,29.493,44,40
03131KMYF,2021-01-01T09:09:00Z,131,4,136,4,NP,.00,29.491,29.491,29.492,44,40
03131KMYF,2021-01-01T09:10:00Z,133,4,133,4,NP,.00,29.491,29.491,29.492,44,40
03131KMYF,2021-01-01T09:11:00Z,134,3,134,4,NP,.00,29.491,29.491,29.492,44,40
03131KMYF,2021-01-01T09:12:00Z,127,3,107,3,NP,.00,29.492,29.492,29.493,45,40
03131KMYF,2021-01-01T09:13:00Z,106,3,80,4,NP,.00,29.493,29.493,29.494,44,40
03131KMYF,2021-01-01T09:14:00Z,86,3,82,4,NP,.00,29.493,29.493,29.494,44,39
03131KMYF,2021-01-01T09:15:00Z,84,4,83,4,NP,.00,29.493,29.493,29.494,44,40
03131KMYF,2021-01-01T09:16:00Z,86,3,82,4,NP,.00,29.493,29.493,29.494,44,39
03131KMYF,2021-01-01T09:17:00Z,79,4,79,4,NP,.00,29.493,29.493,29.494,43,39
03131KMYF,2021-01-01T09:18:00Z,60,4,34,4,NP,.00,29.493,29.493,29.494,44,39
03131KMYF,2021-01-01T09:19:00Z,37,4,31,4,NP,.00,29.492,29.492,29.493,45,40
03131KMYF,2021-01-01T09:20:00Z,30,3,22,3,NP,.00,29.49,29.49,29.491,46,40
03131KMYF,2021-01-01T09:21:00Z,42,1,39,1,NP,.00,29.489,29.489,29.49,46,41
03131KMYF,2021-01-01T09:22:00Z,81,1,70,1,NP,.00,29.49,29.49,29.49,46,41
03131KMYF,2021-01-01T09:23:00Z,78,1,40,2,NP,.00,29.49,29.491,29.491,46,41
03131KMYF,2021-01-01T09:24:00Z,44,2,40,3,NP,.00,29.491,29.491,29.492,46,41
03131KMYF,2021-01-01T09:25:00Z,40,3,35,3,NP,.00,29.49,29.49,29.491,46,41
03131KMYF,2021-01-01T09:26:00Z,39,2,45,2,NP,.00,29.489,29.489,29.489,46,41
03131KMYF,2021-01-01T09:27:00Z,41,1,31,1,NP,.00,29.488,29.488,29.489,46,41
03131KMYF,2021-01-01T09:28:00Z,44,1,39,1,NP,.00,29.487,29.488,29.488,46,41
03131KMYF,2021-01-01T09:29:00Z,37,1,19,1,NP,.00,29.488,29.488,29.488,45,41
03131KMYF,2021-01-01T09:30:00Z,33,1,46,2,NP,.00,29.488,29.488,29.489,45,40
03131KMYF,2021-01-01T09:31:00Z,42,2,45,2,NP,.00,29.489,29.489,29.49,45,40
03131KMYF,2021-01-01T09:32:00Z,46,2,40,3,NP,.00,29.491,29.491,29.492,46,41
03131KMYF,2021-01-01T09:33:00Z,52,3,58,5,NP,.00,29.491,29.491,29.492,46,41
03131KMYF,2021-01-01T09:34:00Z,75,3,59,4,NP,.00,29.49,29.49,29.491,45,40
03131KMYF,2021-01-01T09:35:00Z,117,3,123,3,NP,.00,29.488,29.488,29.489,44,40
03131KMYF,2021-01-01T09:36:00Z,153,2,155,3,NP,.00,29.488,29.488,29.489,45,40
03131KMYF,2021-01-01T09:37:00Z,164,2,156,3,NP,.00,29.489,29.489,29.49,45,40
03131KMYF,2021-01-01T09:38:00Z,165,2,186,2,NP,.00,29.491,29.491,29.491,45,40
03131KMYF,2021-01-01T09:39:00Z,179,2,190,2,NP,.00,29.493,29.493,29.493,46,40
03131KMYF,2021-01-01T09:40:00Z,173,2,178,2,NP,.00,29.494,29.494,29.494,46,40
03131KMYF,2021-01-01T09:41:00Z,144,2,145,3,NP,.00,29.493,29.493,29.494,45,40
03131KMYF,2021-01-01T09:42:00Z,141,2,147,3,NP,.00,29.493,29.493,29.494,45,40
03131KMYF,2021-01-01T09:43:00Z,157,2,159,3,NP,.00,29.494,29.494,29.495,46,40
03131KMYF,2021-01-01T09:44:00Z,156,2,159,2,NP,.00,29.497,29.497,29.497,46,41
03131KMYF,2021-01-01T09:45:00Z,116,1,76,1,NP,.00,29.498,29.498,29.499,46,41
03131KMYF,2021-01-01T09:46:00Z,103,1,152,1,NP,.00,29.497,29.497,29.498,46,41
03131KMYF,2021-01-01T09:47:00Z,153,1,201,2,NP,.00,29.496,29.496,29.497,46,40
03131KMYF,2021-01-01T09:48:00Z,196,2,215,3,NP,.00,29.495,29.495,29.496,46,40
03131KMYF,2021-01-01T09:49:00Z,206,2,215,3,NP,.00,29.494,29.494,29.495,46,40
03131KMYF,2021-01-01T09:50:00Z,193,2,191,3,NP,.00,29.494,29.494,29.495,46,40
03131KMYF,2021-01-01T09:51:00Z,166,2,135,2,NP,.00,29.494,29.494,29.495,46,40
03131KMYF,2021-01-01T09:52:00Z,133,2,106,3,NP,.00,29.494,29.494,29.495,46,41
03131KMYF,2021-01-01T09:53:00Z,111,2,102,3,NP,.00,29.493,29.494,29.494,46,41
03131KMYF,2021-01-01T09:54:00Z,106,2,106,2,NP,.00,29.493,29.493,29.494,44,40
03131KMYF,2021-01-01T09:55:00Z,111,2,110,2,NP,.00,29.494,29.494,29.494,44,39
03131KMYF,2021-01-01T09:56:00Z,107,2,98,4,NP,.00,29.494,29.494,29.495,43,39
03131KMYF,2021-01-01T09:57:00Z,93,3,81,3,NP,.00,29.493,29.493,29.494,42,38
03131KMYF,2021-01-01T09:58:00Z,103,2,104,2,NP,.00,29.493,29.493,29.494,41,37
03131KMYF,2021-01-01T09:59:00Z,114,2,94,2,NP,.00,29.493,29.493,29.493,42,37
03131KMYF,2021-01-01T10:00:00Z,101,2,95,2,NP,.00,29.493,29.493,29.494,42,38
03131KMYF,2021-01-01T10:01:00Z,88,2,77,3,NP,.00,29.494,29.494,29.495,43,38
03131KMYF,2021-01-01T10:02:00Z,71,2,74,3,NP,.00,29.495,29.495,29.495,43,38
03131KMYF,2021-01-01T10:03:00Z,38,2,0,2,NP,.00,29.494,29.494,29.495,44,39
03131KMYF,2021-01-01T10:04:00Z,348,1,347,1,NP,.00,29.494,29.494,29.495,44,39
03131KMYF,2021-01-01T10:05:00Z,297,1,276,1,NP,.00,29.494,29.494,29.495,45,39
03131KMYF,2021-01-01T10:06:00Z,292,0,343,0,NP,.00,29.494,29.494,29.495,45,39
03131KMYF,2021-01-01T10:07:00Z,316,0,321,1,NP,.00,29.494,29.494,29.495,45,40
03131KMYF,2021-01-01T10:08:00Z,329,1,330,2,NP,.00,29.494,29.494,29.495,44,40
03131KMYF,2021-01-01T10:09:00Z,337,2,334,3,NP,.00,29.494,29.494,29.495,45,40
03131KMYF,2021-01-01T10:10:00Z,332,3,337,3,NP,.00,29.492,29.492,29.493,46,40
03131KMYF,2021-01-01T10:11:00Z,300,2,256,2,NP,.00,29.491,29.491,29.492,46,40
03131KMYF,2021-01-01T10:12:00Z,259,2,246,2,NP,.00,29.492,29.492,29.493,47,41
03131KMYF,2021-01-01T10:13:00Z,262,2,245,2,NP,.00,29.494,29.494,29.495,45,40
03131KMYF,2021-01-01T10:14:00Z,326,1,34,2,?1,.00,29.495,29.495,29.496,45,40
03131KMYF,2021-01-01T10:15:00Z,26,2,32,3,NP,.00,29.494,29.494,29.495,45,40
03131KMYF,2021-01-01T10:16:00Z,49,2,59,2,NP,.00,29.493,29.493,29.494,45,40
03131KMYF,2021-01-01T10:17:00Z,53,1,58,2,NP,.00,29.492,29.492,29.493,45,40
03131KMYF,2021-01-01T10:18:00Z,359,1,298,1,NP,.00,29.492,29.492,29.493,44,40
03131KMYF,2021-01-01T10:19:00Z,304,1,295,2,NP,.00,29.491,29.491,29.492,45,40
03131KMYF,2021-01-01T10:20:00Z,293,2,296,2,NP,.00,29.491,29.491,29.492,45,40
03131KMYF,2021-01-01T10:21:00Z,280,2,275,2,NP,.00,29.492,29.492,29.493,45,40
03131KMYF,2021-01-01T10:22:00Z,313,1,52,1,NP,.00,29.493,29.493,29.494,45,40
03131KMYF,2021-01-01T10:23:00Z,32,1,89,2,NP,.00,29.494,29.494,29.495,44,40
03131KMYF,2021-01-01T10:24:00Z,82,2,97,3,NP,.00,29.494,29.494,29.495,43,39
03131KMYF,2021-01-01T10:25:00Z,99,3,98,3,NP,.00,29.494,29.494,29.495,42,38
03131KMYF,2021-01-01T10:26:00Z,100,2,108,2,NP,.00,29.494,29.494,29.495,43,38
03131KMYF,2021-01-01T10:27:00Z,81,2,46,2,NP,.00,29.494,29.494,29.495,44,39
03131KMYF,2021-01-01T10:28:00Z,53,2,46,2,NP,.00,29.494,29.494,29.495,45,39
03131KMYF,2021-01-01T10:29:00Z,48,2,53,3,NP,.00,29.494,29.494,29.495,45,40
03131KMYF,2021-01-01T10:30:00Z,57,3,66,3,NP,.00,29.494,29.494,29.495,44,39
03131KMYF,2021-01-01T10:31:00Z,60,3,69,3,NP,.00,29.494,29.494,29.495,44,39
03131KMYF,2021-01-01T10:32:00Z,64,3,70,3,NP,.00,29.494,29.494,29.495,44,39
03131KMYF,2021-01-01T10:33:00Z,66,3,72,3,NP,.00,29.494,29.494,29.495,44,39
03131KMYF,2021-01-01T10:34:00Z,58,3,42,4,NP,.00,29.494,29.494,29.495,42,39
03131KMYF,2021-01-01T10:35:00Z,47,3,41,4,NP,.00,29.494,29.494,29.495,43,38
03131KMYF,2021-01-01T10:36:00Z,48,2,45,2,NP,.00,29.494,29.493,29.494,44,38
03131KMYF,2021-01-01T10:37:00Z,62,2,70,3,NP,.00,29.493,29.493,29.494,44,38
03131KMYF,2021-01-01T10:38:00Z,75,3,80,4,NP,.00,29.493,29.493,29.494,44,39
03131KMYF,2021-01-01T10:39:00Z,85,3,99,3,NP,.00,29.493,29.493,29.494,43,38
03131KMYF,2021-01-01T10:40:00Z,91,2,93,2,NP,.00,29.493,29.493,29.494,43,38
03131KMYF,2021-01-01T10:41:00Z,85,1,78,2,NP,.00,29.493,29.493,29.494,42,38
03131KMYF,2021-01-01T10:42:00Z,64,1,51,2,NP,.00,29.494,29.494,29.494,43,38
03131KMYF,2021-01-01T10:43:00Z,27,2,10,2,NP,.00,29.494,29.494,29.495,43,38
03131KMYF,2021-01-01T10:44:00Z,11,2,21,4,NP,.00,29.494,29.494,29.495,43,38
03131KMYF,2021-01-01T10:45:00Z,23,4,37,4,NP,.00,29.494,29.494,29.494,43,38
03131KMYF,2021-01-01T10:46:00Z,36,4,41,5,NP,.00,29.493,29.493,29.493,43,38
03131KMYF,2021-01-01T10:47:00Z,48,3,50,3,NP,.00,29.492,29.492,29.493,44,39
03131KMYF,2021-01-01T10:48:00Z,46,2,27,3,NP,.00,29.492,29.492,29.493,45,39
03131KMYF,2021-01-01T10:49:00Z,34,3,29,5,NP,.00,29.493,29.493,29.494,45,39
03131KMYF,2021-01-01T10:50:00Z,25,4,21,4,NP,.00,29.493,29.493,29.494,45,39
03131KMYF,2021-01-01T10:51:00Z,23,3,24,3,NP,.00,29.493,29.493,29.494,45,39
03131KMYF,2021-01-01T10:52:00Z,18,3,17,3,NP,.00,29.493,29.493,29.494,45,40
03131KMYF,2021-01-01T10:53:00Z,8,2,2,3,NP,.00,29.494,29.494,29.495,46,40
03131KMYF,2021-01-01T10:54:00Z,1,3,1,4,NP,.00,29.495,29.495,29.495,46,40
03131KMYF,2021-01-01T10:55:00Z,1,3,7,4,NP,.00,29.495,29.495,29.496,46,40
03131KMYF,2021-01-01T10:56:00Z,11,4,12,4,NP,.00,29.494,29.495,29.495,46,40
03131KMYF,2021-01-01T10:57:00Z,27,4,36,4,NP,.00,29.494,29.494,29.495,45,40
03131KMYF,2021-01-01T10:58:00Z,36,4,32,4,NP,.00,29.494,29.494,29.495,45,40
03131KMYF,2021-01-01T10:59:00Z,31,3,34,3,NP,.00,29.494,29.494,29.495,46,40
03131KMYF,2021-01-01T11:00:00Z,27,3,26,3,NP,.00,29.494,29.494,29.495,46,40
03131KMYF,2021-01-01T11:01:00Z,41,2,60,2,NP,.00,29.495,29.495,29.495,45,40
03131KMYF,2021-01-01T11:02:00Z,52,2,40,3,NP,.00,29.495,29.495,29.496,45,40
03131KMYF,2021-01-01T11:03:00Z,44,3,39,3,NP,.00,29.495,29.495,29.496,45,39
03131KMYF,2021-01-01T11:04:00Z,41,3,35,3,NP,.00,29.495,29.495,29.496,45,39
03131KMYF,2021-01-01T11:05:00Z,37,3,25,3,NP,.00,29.495,29.495,29.496,44,39
03131KMYF,2021-01-01T11:06:00Z,36,3,29,3,NP,.00,29.495,29.495,29.496,44,39
03131KMYF,2021-01-01T11:07:00Z,48,3,52,3,NP,.00,29.496,29.496,29.497,44,39
03131KMYF,2021-01-01T11:08:00Z,54,3,54,4,NP,.00,29.496,29.497,29.497,44,39
03131KMYF,2021-01-01T11:09:00Z,47,4,38,5,NP,.00,29.497,29.497,29.497,44,39
03131KMYF,2021-01-01T11:10:00Z,41,4,43,4,NP,.00,29.497,29.497,29.497,44,39
03131KMYF,2021-01-01T11:11:00Z,41,4,40,4,NP,.00,29.496,29.496,29.497,44,39
03131KMYF,2021-01-01T11:12:00Z,38,3,37,3,NP,.00,29.496,29.496,29.497,43,39
03131KMYF,2021-01-01T11:13:00Z,32,2,23,2,NP,.00,29.495,29.495,29.496,44,39
03131KMYF,2021-01-01T11:14:00Z,28,2,26,2,NP,.00,29.495,29.495,29.495,44,39
03131KMYF,2021-01-01T11:15:00Z,40,2,65,2,NP,.00,29.495,29.495,29.495,44,39
03131KMYF,2021-01-01T11:16:00Z,58,2,61,3,NP,.00,29.495,29.495,29.496,44,39
03131KMYF,2021-01-01T11:17:00Z,58,3,49,4,NP,.00,29.495,29.495,29.496,44,39
03131KMYF,2021-01-01T11:18:00Z,48,3,48,3,NP,.00,29.495,29.495,29.496,44,39
03131KMYF,2021-01-01T11:19:00Z,39,2,33,3,NP,.00,29.496,29.496,29.496,44,39
03131KMYF,2021-01-01T11:20:00Z,25,2,21,2,NP,.00,29.495,29.495,29.496,44,39
03131KMYF,2021-01-01T11:21:00Z,1,1,10,1,NP,.00,29.495,29.495,29.495,44,39
03131KMYF,2021-01-01T11:22:00Z,329,1,322,2,NP,.00,29.495,29.495,29.496,45,39
03131KMYF,2021-01-01T11:23:00Z,325,2,343,3,NP,.00,29.497,29.497,29.497,45,39
03131KMYF,2021-01-01T11:24:00Z,342,2,355,3,NP,.00,29.497,29.497,29.498,45,39
03131KMYF,2021-01-01T11:25:00Z,352,3,3,3,NP,.00,29.497,29.497,29.498,45,39
03131KMYF,2021-01-01T11:26:00Z,353,3,353,3,NP,.00,29.497,29.497,29.498,45,39
03131KMYF,2021-01-01T11:27:00Z,353,3,355,3,NP,.00,29.497,29.497,29.498,45,39
03131KMYF,2021-01-01T11:28:00Z,348,3,342,3,NP,.00,29.497,29.497,29.498,45,39
03131KMYF,2021-01-01T11:29:00Z,338,3,332,3,NP,.00,29.497,29.497,29.498,46,39
03131KMYF,2021-01-01T11:30:00Z,332,3,342,3,NP,.00,29.497,29.497,29.497,46,40
03131KMYF,2021-01-01T11:31:00Z,327,3,331,3,NP,.00,29.496,29.496,29.497,46,40
03131KMYF,2021-01-01T11:32:00Z,321,2,318,2,NP,.00,29.496,29.496,29.497,46,40
03131KMYF,2021-01-01T11:33:00Z,317,2,320,2,NP,.00,29.496,29.496,29.497,46,40
03131KMYF,2021-01-01T11:34:00Z,314,2,315,2,NP,.00,29.496,29.496,29.497,45,39
03131KMYF,2021-01-01T11:35:00Z,305,2,293,2,NP,.00,29.496,29.496,29.497,45,39
03131KMYF,2021-01-01T11:36:00Z,296,2,291,2,NP,.00,29.497,29.497,29.498,46,39
03131KMYF,2021-01-01T11:37:00Z,291,2,292,2,NP,.00,29.497,29.498,29.498,46,39
03131KMYF,2021-01-01T11:38:00Z,289,2,291,2,NP,.00,29.498,29.498,29.499,46,39
03131KMYF,2021-01-01T11:39:00Z,296,2,304,2,NP,.00,29.498,29.499,29.499,46,39
03131KMYF,2021-01-01T11:40:00Z,306,2,314,2,NP,.00,29.498,29.498,29.499,46,39
03131KMYF,2021-01-01T11:41:00Z,310,2,311,2,NP,.00,29.499,29.499,29.5,46,39
03131KMYF,2021-01-01T11:42:00Z,310,2,309,2,NP,.00,29.499,29.499,29.5,46,40
03131KMYF,2021-01-01T11:43:00Z,309,2,312,2,NP,.00,29.5,29.5,29.501,46,39
03131KMYF,2021-01-01T11:44:00Z,315,1,320,1,NP,.00,29.5,29.5,29.501,46,39
03131KMYF,2021-01-01T11:45:00Z,331,1,338,1,NP,.00,29.501,29.501,29.502,45,39
03131KMYF,2021-01-01T11:46:00Z,334,1,319,1,NP,.00,29.501,29.501,29.502,45,39
03131KMYF,2021-01-01T11:47:00Z,330,1,328,1,NP,.00,29.501,29.501,29.502,45,39
03131KMYF,2021-01-01T11:48:00Z,346,1,8,2,NP,.00,29.501,29.501,29.502,45,39
03131KMYF,2021-01-01T11:49:00Z,8,2,17,2,NP,.00,29.501,29.501,29.502,44,39
03131KMYF,2021-01-01T11:50:00Z,26,2,32,2,NP,.00,29.5,29.5,29.501,43,38
03131KMYF,2021-01-01T11:51:00Z,45,1,57,1,NP,.00,29.501,29.501,29.502,44,38
03131KMYF,2021-01-01T11:52:00Z,50,1,36,1,NP,.00,29.501,29.501,29.502,43,38
03131KMYF,2021-01-01T11:53:00Z,46,1,48,2,NP,.00,29.502,29.502,29.503,43,38
03131KMYF,2021-01-01T11:54:00Z,58,1,77,1,NP,.00,29.502,29.502,29.503,43,38
03131KMYF,2021-01-01T11:55:00Z,72,1,78,2,NP,.00,29.502,29.502,29.503,44,38
03131KMYF,2021-01-01T11:56:00Z,72,2,57,2,NP,.00,29.502,29.502,29.503,44,39
03131KMYF,2021-01-01T11:57:00Z,61,2,55,2,NP,.00,29.503,29.503,29.504,45,39
03131KMYF,2021-01-01T11:58:00Z,57,2,56,2,NP,.00,29.503,29.503,29.504,45,39
03131KMYF,2021-01-01T11:59:00Z,58,2,56,2,NP,.00,29.503,29.503,29.504,45,39
03131KMYF,2021-01-01T12:00:00Z,57,2,57,3,NP,.00,29.504,29.504,29.505,45,39
03131KMYF,2021-01-01T12:01:00Z,51,2,38,2,NP,.00,29.504,29.504,29.505,45,39
03131KMYF,2021-01-01T12:02:00Z,39,2,27,2,NP,.00,29.505,29.505,29.506,45,39
03131KMYF,2021-01-01T12:03:00Z,28,2,29,3,NP,.00,29.505,29.505,29.506,45,39
03131KMYF,2021-01-01T12:04:00Z,17,2,8,2,NP,.00,29.506,29.506,29.507,45,38
03131KMYF,2021-01-01T12:05:00Z,12,3,12,3,NP,.00,29.507,29.506,29.507,45,39
03131KMYF,2021-01-01T12:06:00Z,14,3,16,4,NP,.00,29.506,29.506,29.507,45,39
03131KMYF,2021-01-01T12:07:00Z,11,3,5,4,NP,.00,29.506,29.506,29.507,45,38
03131KMYF,2021-01-01T12:08:00Z,8,4,6,5,NP,.00,29.506,29.506,29.507,45,38
03131KMYF,2021-01-01T12:09:00Z,8,4,7,5,NP,.00,29.507,29.507,29.507,45,38
03131KMYF,2021-01-01T12:10:00Z,7,4,11,4,NP,.00,29.507,29.507,29.507,45,38
03131KMYF,2021-01-01T12:11:00Z,10,3,14,4,NP,.00,29.507,29.507,29.507,45,38
03131KMYF,2021-01-01T12:12:00Z,15,4,17,4,NP,.00,29.507,29.507,29.508,46,38
03131KMYF,2021-01-01T12:13:00Z,18,4,20,4,NP,.00,29.507,29.507,29.508,47,39
03131KMYF,2021-01-01T12:14:00Z,21,4,24,5,NP,.00,29.508,29.508,29.509,46,39
03131KMYF,2021-01-01T12:15:00Z,24,5,25,5,NP,.00,29.508,29.508,29.509,46,38
03131KMYF,2021-01-01T12:16:00Z,28,4,28,5,NP,.00,29.508,29.508,29.509,45,38
03131KMYF,2021-01-01T12:17:00Z,35,3,32,3,NP,.00,29.508,29.508,29.509,44,37
03131KMYF,2021-01-01T12:18:00Z,47,3,50,3,NP,.00,29.509,29.509,29.509,44,37
03131KMYF,2021-01-01T12:19:00Z,73,2,99,3,NP,.00,29.509,29.509,29.51,41,37
03131KMYF,2021-01-01T12:20:00Z,93,2,94,3,NP,.00,29.509,29.509,29.51,42,36
03131KMYF,2021-01-01T12:21:00Z,98,2,93,3,NP,.00,29.509,29.509,29.51,42,37
03131KMYF,2021-01-01T12:22:00Z,106,3,112,3,NP,.00,29.51,29.51,29.51,42,37
03131KMYF,2021-01-01T12:23:00Z,117,3,122,3,NP,.00,29.509,29.509,29.51,43,37
03131KMYF,2021-01-01T12:24:00Z,124,3,129,3,NP,.00,29.51,29.51,29.51,44,37
03131KMYF,2021-01-01T12:25:00Z,129,3,132,3,NP,.00,29.51,29.511,29.511,44,37
