station,time,2min avg wind dir (deg),2min avg wind speed (kts),5sec avg wind dir (deg),5sec avg wind speed (kts),Precipitation,Amount (1/100 inch),Pressure 1 (inches Hg),Pressure 2 (inches Hg),Pressure 3 (inches Hg),Dry bulb temp,Dew point temp
93112KNZY,2021-01-06T20:22:00Z,191,6,189,8,NP,0,30.052,30.047,30.044,57,51
93112KNZY,2021-01-06T20:23:00Z,190,6,191,8,NP,0,30.052,30.046,30.044,57,50
93112KNZY,2021-01-06T20:24:00Z,194,6,209,7,NP,0,30.052,30.046,30.044,56,50
93112KNZY,2021-01-06T20:25:00Z,203,7,203,8,NP,0,30.052,30.046,30.044,57,50
93112KNZY,2021-01-06T20:26:00Z,202,7,201,8,NP,0,30.051,30.046,30.044,56,50
93112KNZY,2021-01-06T20:27:00Z,202,6,209,7,NP,0,30.051,30.045,30.043,56,50
93112KNZY,2021-01-06T20:28:00Z,208,6,211,7,NP,0,30.05,30.045,30.042,56,50
93112KNZY,2021-01-06T20:29:00Z,207,6,201,7,NP,0,30.05,30.044,30.042,56,50
93112KNZY,2021-01-06T20:30:00Z,202,6,209,7,NP,0,30.049,30.044,30.042,56,50
93112KNZY,2021-01-06T20:31:00Z,200,5,204,6,NP,0,30.049,30.044,30.041,56,50
93112KNZY,2021-01-06T20:32:00Z,197,5,202,7,NP,0,30.049,30.044,30.041,56,50
93112KNZY,2021-01-06T20:33:00Z,199,6,201,8,NP,0,30.049,30.043,30.041,56,50
93112KNZY,2021-01-06T20:34:00Z,201,6,199,7,NP,0,30.048,30.043,30.041,56,50
93112KNZY,2021-01-06T20:35:00Z,201,6,198,7,NP,0,30.048,30.043,30.041,56,50
93112KNZY,2021-01-06T20:36:00Z,204,6,196,8,NP,0,30.049,30.044,30.041,56,50
93112KNZY,2021-01-06T20:37:00Z,202,6,200,8,NP,0,30.049,30.044,30.041,56,51
93112KNZY,2021-01-06T20:38:00Z,203,6,205,8,NP,0,30.049,30.044,30.041,56,51
93112KNZY,2021-01-06T20:39:00Z,204,5,203,6,NP,0,30.049,30.044,30.041,57,51
93112KNZY,2021-01-06T20:40:00Z,202,5,201,6,NP,0,30.049,30.044,30.041,57,51
93112KNZY,2021-01-06T20:41:00Z,227,5,242,6,NP,0,30.048,30.043,30.041,57,51
93112KNZY,2021-01-06T20:42:00Z,245,4,244,5,NP,0,30.048,30.043,30.04,57,51
93112KNZY,2021-01-06T20:43:00Z,243,5,249,8,NP,0,30.047,30.042,30.039,57,51
93112KNZY,2021-01-06T20:44:00Z,242,6,238,8,NP,0,30.047,30.041,30.039,57,50
93112KNZY,2021-01-06T20:45:00Z,237,6,239,8,NP,0,30.046,30.041,30.038,57,51
93112KNZY,2021-01-06T20:46:00Z,236,7,238,10,NP,0,30.046,30.041,30.038,58,51
93112KNZY,2021-01-06T20:47:00Z,246,7,267,8,NP,0,30.046,30.041,30.038,58,51
93112KNZY,2021-01-06T20:48:00Z,258,7,254,10,NP,0,30.046,30.041,30.038,58,51
93112KNZY,2021-01-06T20:49:00Z,269,7,278,8,NP,0,30.046,30.04,30.038,58,50
93112KNZY,2021-01-06T20:50:00Z,271,6,277,7,NP,0,30.045,30.04,30.037,58,51
93112KNZY,2021-01-06T20:51:00Z,257,7,248,8,NP,0,30.044,30.039,30.036,58,51
93112KNZY,2021-01-06T20:52:00Z,253,6,253,8,NP,0,30.043,30.038,30.036,58,51
93112KNZY,2021-01-06T20:53:00Z,260,6,247,8,NP,0,30.043,30.037,30.035,59,51
93112KNZY,2021-01-06T20:54:00Z,261,6,263,8,NP,0,30.042,30.037,30.034,59,51
93112KNZY,2021-01-06T20:55:00Z,262,7,279,8,NP,0,30.041,30.036,30.034,59,51
93112KNZY,2021-01-06T20:56:00Z,268,7,266,8,NP,0,30.041,30.036,30.033,59,51
93112KNZY,2021-01-06T20:57:00Z,269,7,274,8,NP,0,30.041,30.036,30.033,59,51
93112KNZY,2021-01-06T20:58:00Z,268,7,267,8,NP,0,30.041,30.035,30.033,59,51
93112KNZY,2021-01-06T20:59:00Z,266,7,252,8,NP,0,30.04,30.035,30.033,59,50
93112KNZY,2021-01-06T21:00:00Z,263,6,263,7,NP,0,30.04,30.035,30.033,59,50
93112KNZY,2021-01-06T21:01:00Z,261,6,259,10,NP,0,30.041,30.035,30.033,59,51
93112KNZY,2021-01-06T21:02:00Z,258,7,262,9,NP,0,30.04,30.035,30.033,59,51
93112KNZY,2021-01-06T21:03:00Z,267,7,288,9,NP,0,30.04,30.035,30.032,58,50
93112KNZY,2021-01-06T21:04:00Z,282,7,276,9,NP,0,30.04,30.034,30.032,58,50
93112KNZY,2021-01-06T21:05:00Z,285,7,291,8,NP,0,30.04,30.034,30.032,58,50
93112KNZY,2021-01-06T21:06:00Z,277,6,282,7,NP,0,30.04,30.034,30.032,58,50
93112KNZY,2021-01-06T21:07:00Z,265,6,249,8,NP,0,30.039,30.034,30.032,58,51
93112KNZY,2021-01-06T21:08:00Z,260,7,259,8,NP,0,30.039,30.034,30.031,58,51
93112KNZY,2021-01-06T21:09:00Z,263,6,261,8,NP,0,30.04,30.034,30.032,58,51
93112KNZY,2021-01-06T21:10:00Z,266,6,251,7,NP,0,30.04,30.035,30.032,58,51
93112KNZY,2021-01-06T21:11:00Z,276,7,283,10,NP,0,30.04,30.035,30.033,58,51
93112KNZY,2021-01-06T21:12:00Z,285,8,282,10,NP,0,30.041,30.036,30.034,58,50
93112KNZY,2021-01-06T21:13:00Z,282,7,278,8,NP,0,30.042,30.037,30.034,58,51
93112KNZY,2021-01-06T21:14:00Z,277,7,266,8,NP,0,30.042,30.037,30.035,58,51
93112KNZY,2021-01-06T21:15:00Z,276,7,275,9,NP,0,30.042,30.037,30.035,58,51
93112KNZY,2021-01-06T21:16:00Z,279,7,282,9,NP,0,30.042,30.037,30.034,58,51
93112KNZY,2021-01-06T21:17:00Z,283,7,294,9,NP,0,30.042,30.037,30.034,58,51
93112KNZY,2021-01-06T21:18:00Z,282,7,289,9,NP,0,30.042,30.037,30.034,59,51
93112KNZY,2021-01-06T21:19:00Z,284,8,289,11,NP,0,30.041,30.036,30.034,59,51
93112KNZY,2021-01-06T21:20:00Z,285,8,278,10,NP,0,30.042,30.036,30.034,59,51
93112KNZY,2021-01-06T21:21:00Z,285,9,288,10,NP,0,30.042,30.036,30.034,59,51
93112KNZY,2021-01-06T21:22:00Z,285,8,270,10,NP,0,30.041,30.036,30.033,59,51
93112KNZY,2021-01-06T21:23:00Z,279,8,273,9,NP,0,30.041,30.036,30.034,59,51
93112KNZY,2021-01-06T21:24:00Z,282,8,286,10,NP,0,30.041,30.036,30.034,59,51
93112KNZY,2021-01-06T21:25:00Z,288,8,300,9,NP,0,30.041,30.036,30.034,59,51
93112KNZY,2021-01-06T21:26:00Z,283,8,266,9,NP,0,30.041,30.036,30.033,59,51
93112KNZY,2021-01-06T21:27:00Z,276,7,287,9,NP,0,30.04,30.035,30.033,59,51
93112KNZY,2021-01-06T21:28:00Z,277,7,286,9,NP,0,30.04,30.035,30.033,59,51
93112KNZY,2021-01-06T21:29:00Z,283,8,290,11,NP,0,30.04,30.035,30.033,59,51
93112KNZY,2021-01-06T21:30:00Z,288,9,293,11,NP,0,30.041,30.036,30.033,59,51
93112KNZY,2021-01-06T21:31:00Z,283,9,275,11,NP,0,30.041,30.036,30.034,59,50
93112KNZY,2021-01-06T21:32:00Z,280,9,279,11,NP,0,30.041,30.036,30.034,59,50
93112KNZY,2021-01-06T21:33:00Z,283,9,282,10,NP,0,30.041,30.036,30.033,59,50
93112KNZY,2021-01-06T21:34:00Z,284,9,282,9,NP,0,30.041,30.035,30.033,59,50
93112KNZY,2021-01-06T21:35:00Z,283,9,277,10,NP,0,30.04,30.034,30.032,59,51
93112KNZY,2021-01-06T21:36:00Z,278,8,278,9,NP,0,30.039,30.033,30.031,59,51
93112KNZY,2021-01-06T21:37:00Z,273,7,269,8,NP,0,30.038,30.033,30.031,58,51
93112KNZY,2021-01-06T21:38:00Z,271,7,264,8,NP,0,30.038,30.032,30.03,59,51
93112KNZY,2021-01-06T21:39:00Z,273,6,281,7,NP,0,30.038,30.032,30.03,59,51
93112KNZY,2021-01-06T21:40:00Z,283,7,284,10,NP,0,30.038,30.032,30.03,59,51
93112KNZY,2021-01-06T21:41:00Z,292,7,311,9,NP,0,30.038,30.032,30.03,59,51
93112KNZY,2021-01-06T21:42:00Z,293,7,310,9,NP,0,30.038,30.033,30.03,59,51
93112KNZY,2021-01-06T21:43:00Z,287,8,284,10,NP,0,30.038,30.033,30.031,59,51
93112KNZY,2021-01-06T21:44:00Z,286,8,282,10,NP,0,30.039,30.033,30.031,59,50
93112KNZY,2021-01-06T21:45:00Z,284,8,278,9,NP,0,30.039,30.034,30.032,59,51
93112KNZY,2021-01-06T21:46:00Z,279,7,280,8,NP,0,30.039,30.034,30.032,59,51
93112KNZY,2021-01-06T21:47:00Z,284,7,291,10,NP,0,30.039,30.034,30.031,59,51
93112KNZY,2021-01-06T21:48:00Z,286,8,273,8,NP,0,30.039,30.034,30.032,59,50
93112KNZY,2021-01-06T21:49:00Z,288,7,293,8,NP,0,30.039,30.033,30.031,59,51
93112KNZY,2021-01-06T21:50:00Z,289,7,297,10,NP,0,30.039,30.033,30.031,59,51
93112KNZY,2021-01-06T21:51:00Z,278,7,287,9,NP,0,30.039,30.033,30.031,59,51
93112KNZY,2021-01-06T21:52:00Z,275,7,282,9,NP,0,30.039,30.033,30.031,59,51
93112KNZY,2021-01-06T21:53:00Z,281,7,293,9,NP,0,30.039,30.034,30.031,59,51
93112KNZY,2021-01-06T21:54:00Z,285,7,284,8,NP,0,30.039,30.034,30.031,59,51
93112KNZY,2021-01-06T21:55:00Z,285,7,278,9,NP,0,30.039,30.034,30.031,59,51
93112KNZY,2021-01-06T21:56:00Z,278,7,275,8,NP,0,30.039,30.034,30.031,59,51
93112KNZY,2021-01-06T21:57:00Z,278,6,275,9,NP,0,30.038,30.033,30.031,59,51
93112KNZY,2021-01-06T21:58:00Z,281,7,284,8,NP,0,30.038,30.033,30.031,59,51
93112KNZY,2021-01-06T21:59:00Z,279,7,274,8,NP,0,30.039,30.033,30.031,59,51
93112KNZY,2021-01-06T22:00:00Z,275,7,274,8,NP,0,30.038,30.033,30.031,59,51
93112KNZY,2021-01-06T22:01:00Z,268,6,259,8,NP,0,30.039,30.033,30.031,59,51
93112KNZY,2021-01-06T22:02:00Z,263,6,254,7,NP,0,30.039,30.034,30.031,59,51
93112KNZY,2021-01-06T22:03:00Z,264,6,262,8,NP,0,30.04,30.034,30.032,59,51
93112KNZY,2021-01-06T22:04:00Z,267,7,269,8,NP,0,30.04,30.035,30.032,59,51
93112KNZY,2021-01-06T22:05:00Z,267,6,269,9,NP,0,30.04,30.035,30.032,59,51
93112KNZY,2021-01-06T22:06:00Z,270,6,271,8,NP,0,30.04,30.035,30.032,59,51
93112KNZY,2021-01-06T22:07:00Z,284,6,295,8,NP,0,30.04,30.034,30.032,59,51
93112KNZY,2021-01-06T22:08:00Z,288,7,281,9,NP,0,30.04,30.034,30.032,59,51
93112KNZY,2021-01-06T22:09:00Z,290,6,296,8,NP,0,30.04,30.035,30.033,59,51
93112KNZY,2021-01-06T22:10:00Z,297,6,296,8,NP,0,30.041,30.035,30.033,59,51
93112KNZY,2021-01-06T22:11:00Z,295,6,286,8,NP,0,30.041,30.035,30.033,59,51
93112KNZY,2021-01-06T22:12:00Z,292,7,299,9,NP,0,30.041,30.036,30.034,59,51
93112KNZY,2021-01-06T22:13:00Z,283,7,289,8,NP,0,30.041,30.036,30.033,59,51
93112KNZY,2021-01-06T22:14:00Z,283,7,308,8,NP,0,30.041,30.036,30.033,59,51
93112KNZY,2021-01-06T22:15:00Z,299,7,307,9,NP,0,30.041,30.036,30.033,60,51
93112KNZY,2021-01-06T22:16:00Z,304,8,309,9,NP,0,30.041,30.035,30.033,60,51
93112KNZY,2021-01-06T22:17:00Z,297,7,276,8,NP,0,30.04,30.035,30.032,59,50
93112KNZY,2021-01-06T22:18:00Z,293,6,287,7,NP,0,30.04,30.034,30.032,59,51
93112KNZY,2021-01-06T22:19:00Z,293,5,288,6,NP,0,30.039,30.034,30.032,59,51
93112KNZY,2021-01-06T22:20:00Z,292,5,291,6,NP,0,30.04,30.034,30.032,59,51
93112KNZY,2021-01-06T22:21:00Z,284,6,274,7,NP,0,30.04,30.034,30.032,59,51
93112KNZY,2021-01-06T22:22:00Z,286,7,294,8,NP,0,30.04,30.035,30.032,59,51
93112KNZY,2021-01-06T22:23:00Z,297,6,291,7,NP,0,30.04,30.035,30.032,59,51
93112KNZY,2021-01-06T22:24:00Z,285,5,266,6,NP,0,30.039,30.034,30.032,59,51
93112KNZY,2021-01-06T22:25:00Z,263,5,254,6,NP,0,30.039,30.033,30.031,59,51
93112KNZY,2021-01-06T22:26:00Z,271,5,287,7,NP,0,30.038,30.032,30.03,59,51
93112KNZY,2021-01-06T22:27:00Z,300,6,314,7,NP,0,30.037,30.032,30.029,59,51
93112KNZY,2021-01-06T22:28:00Z,313,6,320,7,NP,0,30.037,30.032,30.029,59,51
93112KNZY,2021-01-06T22:29:00Z,319,6,316,7,NP,0,30.037,30.031,30.029,59,51
93112KNZY,2021-01-06T22:30:00Z,331,5,333,6,NP,0,30.037,30.031,30.029,59,51
93112KNZY,2021-01-06T22:31:00Z,332,5,323,5,NP,0,30.037,30.031,30.029,59,51
93112KNZY,2021-01-06T22:32:00Z,314,4,298,5,NP,0,30.036,30.031,30.029,59,51
93112KNZY,2021-01-06T22:33:00Z,309,4,325,5,NP,0,30.037,30.031,30.029,59,51
93112KNZY,2021-01-06T22:34:00Z,309,5,307,7,NP,0,30.037,30.031,30.029,59,51
93112KNZY,2021-01-06T22:35:00Z,301,6,299,7,NP,0,30.037,30.032,30.029,59,51
93112KNZY,2021-01-06T22:36:00Z,299,5,296,6,NP,0,30.037,30.032,30.03,59,51
93112KNZY,2021-01-06T22:37:00Z,297,6,296,8,NP,0,30.038,30.032,30.03,59,51
93112KNZY,2021-01-06T22:38:00Z,299,6,302,7,NP,0,30.037,30.032,30.03,59,51
93112KNZY,2021-01-06T22:39:00Z,300,6,296,7,NP,0,30.037,30.031,30.029,59,51
93112KNZY,2021-01-06T22:40:00Z,304,6,330,10,NP,0,30.036,30.031,30.029,59,51
93112KNZY,2021-01-06T22:41:00Z,313,7,312,8,NP,0,30.036,30.031,30.028,59,51
93112KNZY,2021-01-06T22:42:00Z,318,7,329,9,NP,0,30.036,30.031,30.028,58,51
93112KNZY,2021-01-06T22:43:00Z,311,7,293,8,NP,0,30.036,30.031,30.028,59,51
93112KNZY,2021-01-06T22:44:00Z,298,7,299,9,NP,0,30.037,30.031,30.029,59,51
93112KNZY,2021-01-06T22:45:00Z,296,7,296,7,NP,0,30.038,30.032,30.03,59,51
93112KNZY,2021-01-06T22:46:00Z,296,6,297,7,NP,0,30.038,30.033,30.03,59,51
93112KNZY,2021-01-06T22:47:00Z,288,6,304,7,NP,0,30.039,30.033,30.031,59,51
93112KNZY,2021-01-06T22:48:00Z,291,6,305,8,NP,0,30.039,30.034,30.031,59,51
93112KNZY,2021-01-06T22:49:00Z,298,5,293,6,NP,0,30.039,30.033,30.031,59,51
93112KNZY,2021-01-06T22:50:00Z,291,6,292,8,NP,0,30.039,30.033,30.031,59,51
93112KNZY,2021-01-06T22:51:00Z,292,7,295,9,NP,0,30.039,30.034,30.031,59,51
93112KNZY,2021-01-06T22:52:00Z,294,7,296,8,NP,0,30.039,30.034,30.031,59,51
93112KNZY,2021-01-06T22:53:00Z,295,6,297,8,NP,0,30.039,30.033,30.031,59,51
93112KNZY,2021-01-06T22:54:00Z,302,6,309,8,NP,0,30.038,30.032,30.03,59,51
93112KNZY,2021-01-06T22:55:00Z,305,6,293,8,NP,0,30.037,30.032,30.029,59,52
93112KNZY,2021-01-06T22:56:00Z,308,6,310,7,NP,0,30.036,30.031,30.028,59,52
93112KNZY,2021-01-06T22:57:00Z,311,5,313,6,NP,0,30.035,30.03,30.027,59,52
93112KNZY,2021-01-06T22:58:00Z,304,4,294,6,NP,0,30.034,30.029,30.026,59,52
93112KNZY,2021-01-06T22:59:00Z,307,5,320,7,NP,0,30.034,30.028,30.026,59,52
93112KNZY,2021-01-06T23:00:00Z,322,5,328,6,NP,0,30.033,30.028,30.026,60,52
93112KNZY,2021-01-06T23:01:00Z,318,4,341,5,NP,0,30.034,30.028,30.026,60,52
93112KNZY,2021-01-06T23:02:00Z,295,4,293,5,NP,0,30.034,30.028,30.026,60,52
93112KNZY,2021-01-06T23:03:00Z,291,4,310,7,NP,0,30.034,30.028,30.026,60,52
93112KNZY,2021-01-06T23:04:00Z,305,5,304,7,NP,0,30.034,30.029,30.026,60,52
93112KNZY,2021-01-06T23:05:00Z,307,4,301,5,NP,0,30.034,30.028,30.026,60,52
93112KNZY,2021-01-06T23:06:00Z,301,4,325,5,NP,0,30.034,30.028,30.026,60,52
93112KNZY,2021-01-06T23:07:00Z,311,4,325,5,NP,0,30.034,30.028,30.026,60,52
93112KNZY,2021-01-06T23:08:00Z,308,4,307,5,NP,0,30.034,30.029,30.026,60,52
93112KNZY,2021-01-06T23:09:00Z,299,4,318,6,NP,0,30.035,30.03,30.027,60,52
93112KNZY,2021-01-06T23:10:00Z,315,5,330,6,NP,0,30.036,30.031,30.028,60,52
93112KNZY,2021-01-06T23:11:00Z,317,5,298,7,NP,0,30.037,30.031,30.029,60,51
93112KNZY,2021-01-06T23:12:00Z,299,5,298,7,NP,0,30.038,30.032,30.03,60,52
93112KNZY,2021-01-06T23:13:00Z,297,5,305,6,NP,0,30.038,30.033,30.03,60,52
93112KNZY,2021-01-06T23:14:00Z,298,5,294,6,NP,0,30.038,30.033,30.031,60,52
93112KNZY,2021-01-06T23:15:00Z,289,5,292,6,NP,0,30.039,30.033,30.031,60,52
93112KNZY,2021-01-06T23:16:00Z,287,5,293,7,NP,0,30.039,30.034,30.031,60,52
93112KNZY,2021-01-06T23:17:00Z,303,6,319,8,NP,0,30.039,30.034,30.032,60,52
93112KNZY,2021-01-06T23:18:00Z,311,6,316,8,NP,0,30.04,30.035,30.033,60,52
93112KNZY,2021-01-06T23:19:00Z,305,6,310,7,NP,0,30.041,30.035,30.033,60,52
93112KNZY,2021-01-06T23:20:00Z,302,5,309,7,NP,0,30.041,30.036,30.033,60,52
93112KNZY,2021-01-06T23:21:00Z,302,6,301,9,NP,0,30.041,30.036,30.034,61,52
93112KNZY,2021-01-06T23:22:00Z,301,7,301,9,NP,0,30.041,30.036,30.034,61,52
93112KNZY,2021-01-06T23:23:00Z,298,7,296,8,NP,0,30.041,30.036,30.033,60,52
93112KNZY,2021-01-06T23:24:00Z,300,6,290,7,NP,0,30.04,30.035,30.033,60,52
93112KNZY,2021-01-06T23:25:00Z,301,6,308,10,NP,0,30.039,30.034,30.032,60,52
93112KNZY,2021-01-06T23:26:00Z,300,7,314,12,NP,0,30.039,30.033,30.031,60,52
93112KNZY,2021-01-06T23:27:00Z,302,7,318,13,NP,0,30.038,30.032,30.03,60,52
93112KNZY,2021-01-06T23:28:00Z,308,7,319,8,NP,0,30.037,30.031,30.029,61,52
93112KNZY,2021-01-06T23:29:00Z,318,7,323,8,NP,0,30.036,30.03,30.028,60,52
93112KNZY,2021-01-06T23:30:00Z,322,6,322,7,NP,0,30.035,30.029,30.027,60,51
93112KNZY,2021-01-06T23:31:00Z,326,5,327,6,NP,0,30.034,30.029,30.026,60,52
93112KNZY,2021-01-06T23:32:00Z,326,6,317,7,NP,0,30.034,30.029,30.026,60,52
93112KNZY,2021-01-06T23:33:00Z,320,6,327,6,NP,0,30.035,30.029,30.027,60,52
93112KNZY,2021-01-06T23:34:00Z,313,5,307,6,NP,0,30.035,30.029,30.027,60,52
93112KNZY,2021-01-06T23:35:00Z,305,5,309,6,NP,0,30.035,30.03,30.027,60,52
93112KNZY,2021-01-06T23:36:00Z,301,5,297,7,NP,0,30.035,30.03,30.027,60,52
93112KNZY,2021-01-06T23:37:00Z,299,6,294,8,NP,0,30.035,30.03,30.027,60,52
93112KNZY,2021-01-06T23:38:00Z,305,6,312,7,NP,0,30.035,30.03,30.028,60,52
93112KNZY,2021-01-06T23:39:00Z,309,6,308,8,NP,0,30.035,30.03,30.028,60,52
93112KNZY,2021-01-06T23:40:00Z,310,6,311,8,NP,0,30.036,30.031,30.028,60,52
93112KNZY,2021-01-06T23:41:00Z,311,7,309,8,NP,0,30.036,30.031,30.029,60,52
93112KNZY,2021-01-06T23:42:00Z,308,7,304,8,NP,0,30.037,30.031,30.029,60,52
93112KNZY,2021-01-06T23:43:00Z,310,7,321,7,NP,0,30.037,30.031,30.029,60,52
93112KNZY,2021-01-06T23:44:00Z,312,6,310,8,NP,0,30.036,30.031,30.029,60,52
93112KNZY,2021-01-06T23:45:00Z,310,6,314,8,NP,0,30.036,30.031,30.029,60,52
93112KNZY,2021-01-06T23:46:00Z,316,6,316,8,NP,0,30.036,30.031,30.028,60,52
93112KNZY,2021-01-06T23:47:00Z,324,6,317,7,NP,0,30.035,30.03,30.028,60,52
93112KNZY,2021-01-06T23:48:00Z,327,6,335,7,NP,0,30.034,30.029,30.027,60,52
93112KNZY,2021-01-06T23:49:00Z,329,6,329,7,NP,0,30.034,30.028,30.026,60,52
93112KNZY,2021-01-06T23:50:00Z,325,5,327,7,NP,0,30.033,30.028,30.025,60,52
93112KNZY,2021-01-06T23:51:00Z,323,6,324,7,NP,0,30.033,30.027,30.025,60,52
93112KNZY,2021-01-06T23:52:00Z,326,6,320,7,NP,0,30.032,30.027,30.024,60,52
93112KNZY,2021-01-06T23:53:00Z,326,6,322,6,NP,0,30.031,30.026,30.024,60,52
93112KNZY,2021-01-06T23:54:00Z,331,6,332,7,NP,0,30.031,30.025,30.023,60,52
93112KNZY,2021-01-06T23:55:00Z,326,5,322,5,NP,0,30.029,30.024,30.022,60,52
93112KNZY,2021-01-06T23:56:00Z,311,4,306,4,NP,0,30.028,30.023,30.021,59,52
93112KNZY,2021-01-06T23:57:00Z,317,3,337,5,NP,0,30.028,30.022,30.02,59,52
93112KNZY,2021-01-06T23:58:00Z,334,4,340,5,NP,0,30.027,30.022,30.02,60,52
93112KNZY,2021-01-06T23:59:00Z,336,3,337,4,NP,0,30.027,30.022,30.02,60,52
93112KNZY,2021-01-07T00:00:00Z,328,3,311,6,NP,0,30.028,30.022,30.02,59,52
93112KNZY,2021-01-07T00:01:00Z,317,4,308,4,NP,0,30.028,30.023,30.02,60,52
93112KNZY,2021-01-07T00:02:00Z,309,4,309,4,NP,0,30.028,30.023,30.021,59,52
93112KNZY,2021-01-07T00:03:00Z,308,4,316,5,NP,0,30.029,30.023,30.021,59,52
93112KNZY,2021-01-07T00:04:00Z,308,5,307,6,NP,0,30.029,30.023,30.021,59,51
93112KNZY,2021-01-07T00:05:00Z,312,4,310,6,NP,0,30.029,30.024,30.021,59,51
93112KNZY,2021-01-07T00:06:00Z,314,5,308,6,NP,0,30.029,30.024,30.022,60,52
93112KNZY,2021-01-07T00:07:00Z,312,5,313,6,NP,0,30.029,30.024,30.021,59,52
93112KNZY,2021-01-07T00:08:00Z,309,5,304,6,NP,0,30.029,30.024,30.021,59,52
93112KNZY,2021-01-07T00:09:00Z,305,5,307,5,NP,0,30.029,30.023,30.021,59,52
93112KNZY,2021-01-07T00:09:00Z,305,5,307,5,NP,,30.029,30.023,30.021,59,52
93112KNZY,2021-01-07T00:10:00Z,306,5,310,6,NP,0,30.029,30.023,30.021,59,52
93112KNZY,2021-01-07T00:11:00Z,306,5,302,6,NP,0,30.028,30.023,30.02,59,52
93112KNZY,2021-01-07T00:12:00Z,305,5,308,6,NP,0,30.027,30.022,30.02,59,52
93112KNZY,2021-01-07T00:13:00Z,307,5,301,5,NP,0,30.026,30.021,30.019,59,51
93112KNZY,2021-01-07T00:14:00Z,307,4,310,5,NP,0,30.026,30.02,30.018,59,51
93112KNZY,2021-01-07T00:15:00Z,307,4,300,4,NP,0,30.026,30.02,30.018,59,52
93112KNZY,2021-01-07T00:16:00Z,300,4,291,5,NP,0,30.026,30.021,30.018,59,51
93112KNZY,2021-01-07T00:17:00Z,298,4,295,5,NP,0,30.026,30.021,30.019,59,51
93112KNZY,2021-01-07T00:18:00Z,304,4,314,5,NP,0,30.027,30.021,30.019,59,51
93112KNZY,2021-01-07T00:19:00Z,308,4,310,4,NP,0,30.027,30.021,30.019,59,52
93112KNZY,2021-01-07T00:20:00Z,308,4,310,5,NP,0,30.026,30.021,30.018,59,52
93112KNZY,2021-01-07T00:21:00Z,314,4,311,6,NP,0,30.025,30.02,30.017,58,52
93112KNZY,2021-01-07T00:22:00Z,317,5,319,5,NP,0,30.025,30.019,30.017,59,52
93112KNZY,2021-01-07T00:23:00Z,324,5,323,6,NP,0,30.024,30.019,30.017,59,52
93112KNZY,2021-01-07T00:24:00Z,324,5,310,6,NP,0,30.024,30.019,30.017,59,52
93112KNZY,2021-01-07T00:25:00Z,315,6,311,7,NP,0,30.025,30.019,30.017,59,52
93112KNZY,2021-01-07T00:26:00Z,313,6,313,7,NP,0,30.025,30.02,30.017,59,52
93112KNZY,2021-01-07T00:27:00Z,312,7,312,7,NP,0,30.025,30.02,30.017,59,52
93112KNZY,2021-01-07T00:28:00Z,311,7,308,7,NP,0,30.025,30.02,30.017,59,52
93112KNZY,2021-01-07T00:29:00Z,311,6,308,6,NP,0,30.025,30.02,30.017,59,52
93112KNZY,2021-01-07T00:30:00Z,316,7,320,8,NP,0,30.025,30.02,30.017,58,51
93112KNZY,2021-01-07T00:31:00Z,320,7,321,8,NP,0,30.025,30.02,30.017,58,51
93112KNZY,2021-01-07T00:32:00Z,318,7,316,7,NP,0,30.026,30.02,30.018,58,51
93112KNZY,2021-01-07T00:33:00Z,314,7,310,8,NP,0,30.026,30.021,30.018,58,51
93112KNZY,2021-01-07T00:34:00Z,310,7,307,8,NP,0,30.027,30.021,30.019,58,51
93112KNZY,2021-01-07T00:35:00Z,308,8,309,8,NP,0,30.027,30.022,30.02,58,51
93112KNZY,2021-01-07T00:36:00Z,315,8,319,8,NP,0,30.028,30.023,30.02,58,52
93112KNZY,2021-01-07T00:37:00Z,317,8,317,8,NP,0,30.029,30.023,30.021,58,51
93112KNZY,2021-01-07T00:38:00Z,311,8,308,9,NP,0,30.03,30.024,30.022,58,52
93112KNZY,2021-01-07T00:39:00Z,311,8,315,8,NP,0,30.03,30.025,30.022,58,52
93112KNZY,2021-01-07T00:40:00Z,316,8,318,9,NP,0,30.03,30.025,30.023,58,52
93112KNZY,2021-01-07T00:41:00Z,317,8,317,9,NP,0,30.031,30.025,30.023,58,52
93112KNZY,2021-01-07T00:42:00Z,315,8,306,9,NP,0,30.031,30.026,30.023,58,52
93112KNZY,2021-01-07T00:43:00Z,312,8,313,9,NP,0,30.032,30.027,30.024,58,52
93112KNZY,2021-01-07T00:44:00Z,308,8,301,8,NP,0,30.033,30.027,30.025,58,52
93112KNZY,2021-01-07T00:45:00Z,304,8,308,10,NP,0,30.033,30.027,30.025,58,52
93112KNZY,2021-01-07T00:46:00Z,307,8,307,9,NP,0,30.033,30.027,30.025,58,52
93112KNZY,2021-01-07T00:47:00Z,310,8,312,8,NP,0,30.032,30.027,30.024,58,52
93112KNZY,2021-01-07T00:48:00Z,312,7,315,8,NP,0,30.032,30.026,30.024,58,52
93112KNZY,2021-01-07T00:49:00Z,313,7,310,8,NP,0,30.031,30.026,30.024,57,52
93112KNZY,2021-01-07T00:50:00Z,311,7,310,8,NP,0,30.031,30.026,30.024,57,52
93112KNZY,2021-01-07T00:51:00Z,312,7,312,8,NP,0,30.031,30.026,30.023,57,52
93112KNZY,2021-01-07T00:52:00Z,312,7,313,8,NP,0,30.031,30.025,30.023,57,52
